2026-02-16 15:55:00	-1	6845.5	6823.827696088546
2026-02-16 16:00:00	-1	6843.25	6820.596800090767
2026-02-16 16:05:00	-1	6850.75	6830.166753095442
2026-02-16 16:10:00	-1	6855.25	6830.622966593276
2026-02-16 16:15:00	-1	6847.75	6826.83032841462
2026-02-16 16:20:00	-1	6847.5	6823.722108807023
2026-02-16 16:25:00	-1	6853.25	6831.435626486954
2026-02-16 16:30:00	-1	6853.0	6829.382250206517
2026-02-16 16:35:00	+1	6845.25	6847.267390698226
2026-02-16 16:40:00	+1	6848.25	6849.465639148684
2026-02-16 16:45:00	+1	6852.0	6853.950232961259
2026-02-16 16:50:00	-1	6852.5	6852.279702170437
2026-02-16 16:55:00	-1	6852.0	6851.194227950626
2026-02-16 17:00:00	+1	6852.5	6852.630741799511
2026-02-16 17:05:00	-1	6853.25	6849.8922054959185
2026-02-16 17:10:00	-1	6852.25	6850.5396659992575
2026-02-16 17:15:00	-1	6850.25	6846.993611775571
2026-02-16 17:20:00	-1	6850.75	6849.078038027566
2026-02-16 17:25:00	+1	6854.0	6854.727818603979
2026-02-16 17:30:00	-1	6858.25	6852.809627710019
2026-02-16 17:35:00	-1	6856.5	6849.3736320235375
2026-02-16 17:40:00	-1	6856.0	6850.709460932807
2026-02-16 17:45:00	-1	6856.0	6825.754223260785
2026-02-16 17:50:00	-1	6855.75	6829.868648972179
2026-02-16 17:55:00	-1	6851.0	6825.201099171759
2026-02-16 17:55:00	-1	6854.25	6827.91672354036
2026-02-16 17:55:00	-1	6854.25	6827.91672354036
2026-02-16 17:55:00	-1	6854.25	6827.91672354036
2026-02-16 17:55:00	-1	6854.25	6827.91672354036
2026-02-16 17:55:00	-1	6854.25	6827.91672354036
2026-02-16 17:55:00	-1	6854.25	6827.91672354036
2026-02-16 17:55:00	-1	6854.25	6827.91672354036
2026-02-16 17:55:00	-1	6854.25	6827.91672354036
2026-02-16 17:55:00	-1	6854.25	6827.91672354036
2026-02-16 17:55:00	-1	6854.25	6827.91672354036
2026-02-16 17:55:00	-1	6854.25	6827.91672354036
2026-02-16 17:55:00	-1	6854.25	6827.91672354036
2026-02-16 17:55:00	-1	6854.25	6827.91672354036
2026-02-16 17:55:00	-1	6854.25	6827.91672354036
2026-02-16 17:55:00	-1	6854.25	6827.91672354036
2026-02-16 17:55:00	-1	6854.25	6827.91672354036
2026-02-16 17:55:00	-1	6854.25	6827.91672354036
2026-02-16 17:55:00	-1	6854.25	6827.91672354036
2026-02-16 17:55:00	-1	6854.25	6827.91672354036
2026-02-16 17:55:00	-1	6854.25	6827.91672354036
2026-02-16 17:55:00	-1	6854.25	6827.91672354036
2026-02-16 17:55:00	-1	6854.25	6827.91672354036
2026-02-16 17:55:00	-1	6854.25	6827.91672354036
2026-02-16 17:55:00	-1	6854.25	6827.91672354036
2026-02-16 17:55:00	-1	6854.25	6827.91672354036
2026-02-16 17:55:00	-1	6854.25	6827.91672354036
2026-02-16 17:55:00	-1	6854.25	6827.91672354036
2026-02-16 17:55:00	-1	6854.25	6827.91672354036
2026-02-16 17:55:00	-1	6854.25	6827.91672354036
2026-02-16 17:55:00	-1	6854.25	6827.91672354036
2026-02-16 17:55:00	-1	6854.25	6827.91672354036
2026-02-16 17:55:00	-1	6854.25	6827.91672354036
2026-02-16 17:55:00	-1	6854.25	6827.91672354036
2026-02-16 17:55:00	-1	6854.25	6827.91672354036
2026-02-16 17:55:00	-1	6854.25	6827.91672354036
