bar_close_et,bar_close_utc,session_date,dir_buy_vol_30s,dir_sell_vol_30s,n_trades_30s,locked_spread_count,day_side_disagree_rate,median_buy_100,median_sell_100,price_at_T,atr_at_T,price_at_T_plus_30s,price_move_30s,p4_threshold,p4_long,p4_short,p2_long,p2_short,delta_ratio_long,delta_ratio_short,p3_long,p3_short,trcb_long,trcb_short,fwd_ret_1min_raw,fwd_ret_1min_signed,fwd_ret_5min_raw,fwd_ret_5min_signed,fwd_ret_15min_raw,fwd_ret_15min_signed,fwd_ret_25min_raw,fwd_ret_25min_signed,hour_only
2025-09-08 12:25:00-04:00,2025-09-08 16:25:00+00:00,2025-09-08,647,509,246,0,0.0,,,6503.25,4.00912241860565,6503.5,0.25,1.0022806046514126,False,False,False,False,1.2711198428290766,0.7867078825347759,False,False,False,False,0.75,,1.0,,-4.0,,-3.75,,12
2025-09-08 12:30:00-04:00,2025-09-08 16:30:00+00:00,2025-09-08,1097,721,545,0,0.0,,,6504.25,3.9191851029909612,6505.25,1.0,0.9797962757477403,True,False,False,False,1.521497919556172,0.6572470373746582,True,False,False,False,0.75,,-3.75,,-2.75,,0.0,,12
2025-09-08 12:35:00-04:00,2025-09-08 16:35:00+00:00,2025-09-08,412,566,272,0,0.0,,,6500.5,4.121386167063036,6500.75,0.25,1.030346541765759,False,False,False,False,0.7279151943462897,1.3737864077669903,False,False,False,False,-0.5,,-1.25,,-1.0,,3.0,,12
2025-09-08 12:40:00-04:00,2025-09-08 16:40:00+00:00,2025-09-08,454,446,278,0,0.0,,,6499.25,4.219858583701391,6498.75,-0.5,1.0549646459253477,False,False,False,False,1.0179372197309418,0.9823788546255506,False,False,False,False,0.25,,2.25,,5.0,,1.0,,12
2025-09-08 12:45:00-04:00,2025-09-08 16:45:00+00:00,2025-09-08,664,897,473,0,0.0,,,6501.5,4.293440113437006,6499.0,-2.5,1.0733600283592515,False,True,False,False,0.7402452619843924,1.3509036144578312,False,False,False,False,-2.5,,-2.0,,2.0,,-3.0,,12
2025-09-08 12:50:00-04:00,2025-09-08 16:50:00+00:00,2025-09-08,673,441,316,0,0.0,,,6499.5,4.272480105334362,6500.75,1.25,1.0681200263335906,True,False,False,False,1.526077097505669,0.6552748885586924,True,False,False,False,2.0,,4.75,,0.75,,-0.75,,12
2025-09-08 12:55:00-04:00,2025-09-08 16:55:00+00:00,2025-09-08,674,667,400,0,0.0,,,6504.25,4.342302954953337,6504.0,-0.25,1.0855757387383342,False,False,False,False,1.0104947526236883,0.9896142433234422,False,False,False,False,-0.5,,-0.75,,-5.75,,-1.75,,12
2025-09-08 13:00:00-04:00,2025-09-08 17:00:00+00:00,2025-09-08,486,706,343,0,0.0,,,6503.5,4.317852743885242,6502.25,-1.25,1.0794631859713104,False,True,False,False,0.6883852691218131,1.4526748971193415,False,False,False,False,0.5,,-3.25,,-4.75,,1.25,,13
2025-09-08 13:05:00-04:00,2025-09-08 17:05:00+00:00,2025-09-08,481,414,204,0,0.0,,,6500.25,4.348720405036296,6500.5,0.25,1.087180101259074,False,False,False,False,1.1618357487922706,0.8607068607068608,False,False,False,False,-1.25,,-1.75,,2.25,,2.75,,13
2025-09-08 13:10:00-04:00,2025-09-08 17:10:00+00:00,2025-09-08,442,282,205,0,0.0,,,6498.5,4.25238323324799,6498.75,0.25,1.0630958083119975,False,False,False,False,1.5673758865248226,0.6380090497737556,True,False,False,False,0.75,,0.25,,6.25,,4.75,,13
2025-09-08 13:15:00-04:00,2025-09-08 17:15:00+00:00,2025-09-08,570,382,272,0,0.0,,,6498.75,4.1093558594445625,6498.25,-0.5,1.0273389648611406,False,False,False,False,1.4921465968586387,0.6701754385964912,False,False,False,False,0.25,,3.75,,4.25,,1.0,,13
2025-09-08 13:20:00-04:00,2025-09-08 17:20:00+00:00,2025-09-08,568,382,225,0,0.0,,,6502.5,4.155116155198522,6502.5,0.0,1.0387790387996305,False,False,False,False,1.486910994764398,0.6725352112676056,False,False,False,False,0.5,,2.25,,0.75,,-2.5,,13
2025-09-08 13:25:00-04:00,2025-09-08 17:25:00+00:00,2025-09-08,675,483,406,0,0.0,,,6504.75,4.090465001255771,6504.75,0.0,1.0226162503139427,False,False,False,False,1.3975155279503106,0.7155555555555555,False,False,False,False,-1.25,,-1.75,,-5.0,,-8.5,,13
