timestamp,open,high,low,close,price_levels,absorption
1773239400,25027.75,25029.25,25024.5,25025.75,"{""25027.75"": [1, 7], ""25027.5"": [1, 7], ""25028.0"": [3, 4], ""25028.5"": [3, 1], ""25029.25"": [1, 1], ""25028.25"": [0, 1], ""25027.25"": [1, 12], ""25027.0"": [0, 10], ""25026.75"": [1, 5], ""25026.5"": [5, 3], ""25026.25"": [8, 0], ""25025.5"": [2, 6], ""25025.75"": [1, 5], ""25025.25"": [1, 6], ""25025.0"": [0, 6], ""25024.5"": [0, 1], ""25024.75"": [0, 1], ""25026.0"": [2, 2]}",0.19753086419753085
1773239401,25027.0,25029.0,25025.0,25028.5,"{""25027.0"": [2, 2], ""25027.5"": [5, 1], ""25028.25"": [5, 3], ""25027.75"": [3, 1], ""25026.75"": [1, 1], ""25026.5"": [1, 2], ""25026.0"": [0, 3], ""25027.25"": [2, 0], ""25026.25"": [3, 1], ""25025.75"": [0, 3], ""25025.5"": [1, 5], ""25025.25"": [1, 5], ""25025.0"": [0, 3], ""25028.0"": [4, 0], ""25029.0"": [2, 0], ""25028.75"": [0, 1], ""25028.5"": [0, 2]}",0.2879818594104308
1773239402,25029.0,25029.75,25024.25,25028.0,"{""25029.0"": [1, 4], ""25029.25"": [8, 2], ""25029.5"": [2, 2], ""25028.75"": [2, 6], ""25028.5"": [1, 4], ""25028.25"": [5, 5], ""25028.0"": [1, 2], ""25027.5"": [1, 1], ""25027.75"": [1, 0], ""25027.25"": [2, 1], ""25026.5"": [3, 5], ""25026.75"": [6, 1], ""25026.0"": [0, 2], ""25026.25"": [2, 6], ""25025.75"": [1, 1], ""25025.5"": [0, 1], ""25025.25"": [0, 1], ""25025.0"": [0, 6], ""25024.75"": [0, 1], ""25024.5"": [0, 2], ""25024.25"": [0, 1], ""25027.0"": [2, 0], ""25029.75"": [2, 0]}",0.02218198279764599
1773239403,25026.5,25031.5,25026.5,25029.0,"{""25026.5"": [1, 5], ""25026.75"": [1, 0], ""25027.0"": [1, 0], ""25028.5"": [0, 1], ""25029.0"": [1, 1], ""25030.0"": [2, 0], ""25030.5"": [3, 0], ""25031.5"": [2, 0], ""25030.75"": [1, 1], ""25030.25"": [0, 1], ""25029.25"": [0, 1], ""25029.5"": [1, 0], ""25029.75"": [2, 1], ""25031.25"": [1, 0], ""25031.0"": [1, 0]}",-0.04591836734693877
1773239404,25029.0,25033.0,25027.75,25033.0,"{""25029.0"": [1, 1], ""25030.0"": [3, 2], ""25029.75"": [1, 1], ""25030.25"": [4, 2], ""25028.75"": [0, 1], ""25028.5"": [0, 2], ""25029.25"": [1, 0], ""25030.5"": [1, 1], ""25028.0"": [0, 1], ""25027.75"": [0, 2], ""25030.75"": [1, 0], ""25031.25"": [1, 0], ""25031.75"": [1, 1], ""25032.0"": [4, 0], ""25032.5"": [3, 1], ""25032.75"": [4, 0], ""25033.0"": [5, 0]}",-0.1111111111111111
1773239405,25033.5,25034.5,25030.25,25030.5,"{""25033.5"": [2, 2], ""25033.75"": [1, 0], ""25034.0"": [2, 0], ""25034.25"": [3, 0], ""25034.5"": [14, 0], ""25033.25"": [1, 1], ""25031.5"": [1, 3], ""25032.0"": [2, 0], ""25031.0"": [0, 1], ""25031.75"": [1, 0], ""25030.75"": [1, 1], ""25030.25"": [0, 1], ""25030.5"": [0, 2]}",-5.42077580539119
1773239406,25031.5,25032.0,25029.0,25030.25,"{""25031.5"": [3, 2], ""25030.0"": [0, 3], ""25029.25"": [0, 1], ""25029.0"": [0, 1], ""25029.5"": [1, 1], ""25030.25"": [2, 4], ""25030.75"": [1, 2], ""25030.5"": [1, 3], ""25031.0"": [1, 0], ""25031.75"": [1, 0], ""25032.0"": [2, 0], ""25029.75"": [1, 4]}",0.05536332179930796
1773239407,25030.0,25030.0,25027.0,25027.25,"{""25030.0"": [0, 2], ""25029.75"": [7, 2], ""25029.5"": [3, 2], ""25029.25"": [9, 2], ""25028.75"": [0, 3], ""25029.0"": [4, 0], ""25027.5"": [0, 1], ""25027.0"": [0, 1], ""25028.25"": [1, 0], ""25027.25"": [0, 1]}",-2.96398891966759
1773239408,25028.0,25028.0,25018.75,25019.25,"{""25028.0"": [2, 0], ""25027.0"": [0, 1], ""25026.5"": [1, 0], ""25026.25"": [0, 1], ""25026.0"": [2, 3], ""25025.25"": [0, 1], ""25025.0"": [1, 1], ""25024.75"": [1, 2], ""25024.5"": [1, 1], ""25024.25"": [0, 1], ""25024.0"": [0, 4], ""25023.0"": [0, 2], ""25022.75"": [0, 3], ""25022.5"": [0, 3], ""25023.5"": [2, 0], ""25023.75"": [1, 0], ""25023.25"": [0, 1], ""25022.25"": [0, 1], ""25021.75"": [0, 2], ""25021.5"": [0, 2], ""25021.25"": [0, 3], ""25021.0"": [1, 2], ""25020.75"": [1, 11], ""25020.25"": [1, 2], ""25019.25"": [2, 1], ""25019.0"": [0, 1], ""25018.75"": [0, 1], ""25019.5"": [2, 0], ""25020.0"": [1, 0], ""25019.75"": [0, 2]}",0.21602856576076174
1773239409,25020.5,25023.0,25019.5,25019.75,"{""25020.5"": [1, 2], ""25020.25"": [3, 2], ""25021.75"": [0, 3], ""25021.5"": [0, 2], ""25021.25"": [2, 2], ""25021.0"": [3, 6], ""25020.75"": [0, 3], ""25020.0"": [2, 1], ""25019.75"": [1, 3], ""25019.5"": [0, 4], ""25022.25"": [1, 2], ""25022.75"": [1, 0], ""25023.0"": [4, 0], ""25022.0"": [0, 2], ""25022.5"": [0, 1]}",0.08650519031141869
