timestamp,open,high,low,close,price_levels,absorption
1773325800,24617.25,24618.25,24615.25,24616.25,"{""24617.25"": [12, 10], ""24617.0"": [3, 14], ""24618.0"": [10, 1], ""24617.5"": [7, 2], ""24616.75"": [8, 9], ""24616.5"": [2, 16], ""24616.0"": [3, 5], ""24616.25"": [3, 3], ""24617.75"": [3, 0], ""24618.25"": [2, 0], ""24615.75"": [0, 6], ""24615.5"": [0, 7], ""24615.25"": [0, 11]}",0.05120144919814588
1773325801,24617.0,24621.0,24616.5,24619.0,"{""24617.0"": [6, 2], ""24616.5"": [0, 2], ""24616.75"": [1, 0], ""24617.25"": [1, 1], ""24617.5"": [0, 3], ""24618.0"": [3, 1], ""24618.25"": [1, 2], ""24617.75"": [0, 1], ""24618.5"": [3, 0], ""24618.75"": [1, 0], ""24619.0"": [7, 8], ""24619.25"": [4, 4], ""24619.5"": [5, 1], ""24619.75"": [1, 0], ""24620.25"": [1, 3], ""24620.5"": [2, 1], ""24620.0"": [0, 6], ""24620.75"": [2, 0], ""24621.0"": [1, 0]}",-0.002921840759678598
1773325802,24619.0,24621.75,24618.5,24620.5,"{""24619.0"": [0, 2], ""24619.25"": [8, 1], ""24619.5"": [21, 2], ""24618.75"": [0, 5], ""24618.5"": [0, 2], ""24620.0"": [1, 5], ""24619.75"": [0, 3], ""24620.25"": [1, 2], ""24620.75"": [8, 5], ""24621.0"": [7, 0], ""24620.5"": [4, 6], ""24621.25"": [9, 1], ""24621.75"": [4, 0], ""24621.5"": [1, 0]}",-0.0937109537692628
1773325803,24619.75,24620.25,24618.5,24619.0,"{""24619.75"": [4, 1], ""24619.5"": [5, 0], ""24620.0"": [2, 0], ""24618.5"": [0, 20], ""24618.75"": [1, 0], ""24619.0"": [6, 2], ""24619.25"": [1, 1], ""24620.25"": [2, 0]}",0.0044444444444444444
1773325804,24619.0,24620.5,24618.75,24619.0,"{""24619.0"": [0, 6], ""24618.75"": [3, 0], ""24619.5"": [3, 3], ""24619.75"": [4, 3], ""24620.5"": [3, 0], ""24619.25"": [6, 1]}",-0.03515625
1773325805,24618.75,24621.0,24618.75,24619.5,"{""24618.75"": [0, 2], ""24619.5"": [5, 24], ""24619.75"": [7, 5], ""24620.0"": [2, 4], ""24621.0"": [3, 1], ""24620.75"": [1, 1], ""24620.5"": [1, 2], ""24620.25"": [0, 1], ""24619.25"": [0, 2]}",1.273313625369524
1773325806,24619.25,24620.0,24618.75,24619.0,"{""24619.25"": [2, 4], ""24619.0"": [2, 2], ""24619.5"": [7, 1], ""24620.0"": [2, 0], ""24619.75"": [1, 1], ""24618.75"": [0, 4]}",-0.08284023668639054
1773325807,24618.75,24619.25,24618.0,24618.0,"{""24618.75"": [2, 5], ""24619.0"": [20, 0], ""24618.5"": [0, 6], ""24619.25"": [1, 0], ""24618.25"": [0, 4], ""24618.0"": [0, 1]}",-0.5706771860618014
1773325808,24618.0,24618.75,24617.25,24617.5,"{""24618.0"": [2, 0], ""24618.5"": [5, 1], ""24618.75"": [1, 0], ""24618.25"": [1, 0], ""24617.75"": [0, 2], ""24617.5"": [1, 1], ""24617.25"": [0, 6]}",-0.0
1773325809,24616.75,24618.0,24614.0,24615.75,"{""24616.75"": [0, 3], ""24617.5"": [1, 1], ""24617.75"": [1, 0], ""24618.0"": [1, 0], ""24616.25"": [7, 2], ""24616.0"": [6, 3], ""24615.75"": [5, 20], ""24615.5"": [3, 8], ""24616.5"": [3, 0], ""24615.25"": [4, 40], ""24615.0"": [3, 207], ""24614.75"": [1, 6], ""24614.5"": [8, 7], ""24614.0"": [0, 6], ""24614.25"": [4, 2]}",0.5372223657024793
