session_date,open_px,midday_px,afternoon_px,last_hr_start_px,last_hr_end_px,ctrl_exit_px,morning_ret,midday_ret,last_hour_ret,full_session_ret,am_total_ret
2026-02-23,6908.0,6848.5,6842.25,6840.0,6852.75,6839.5,-0.008650510091693299,-0.00091302528118245,0.00186229993024347,-0.008030128719729537,-0.009563535372875782
2026-02-24,6847.5,6894.0,6898.25,6900.5,6904.5,6905.0,0.006767845939577446,0.0006162881523342565,0.0005795001973111725,0.008289750788172628,0.0073841340919118086
2026-02-25,6930.5,6949.0,6957.5,6959.5,6960.5,6961.75,0.0026658036609196797,0.0012224500857185218,0.00014367816116674797,0.00431935017521421,0.003888253746638228
2026-02-26,6961.0,6890.0,6914.0,6918.25,6921.5,6917.75,-0.010252057160962195,0.0034772564738656396,0.00046966167159687036,-0.005690633040876807,-0.006774800687096654
2026-02-27,6855.75,6874.0,6860.75,6859.25,6886.0,6882.0,0.002658462207741432,-0.001929413219812511,0.003892258601501876,0.0044026486964313,0.0007290489879290079
2026-03-02,6811.0,6887.0,6907.25,6906.25,6887.25,6891.0,0.01109662430337983,0.0029360080535716414,-0.002754922538422033,0.011132923920422968,0.014032632356951439
2026-03-03,6772.75,6798.0,6828.25,6835.5,6825.5,6824.75,0.0037212429877134332,0.004439966930585235,-0.0014640219290145038,0.007758390174684558,0.008161209918298669
2026-03-04,6838.75,6881.0,6889.25,6891.25,6876.0,6881.25,0.006159023824444087,0.0011982354695217704,-0.002215403401153436,0.00543212112470423,0.007357259293965984
2026-03-05,6842.25,6832.75,6787.0,6791.5,6834.5,6834.5,-0.001389396932833949,-0.006718210257101069,0.006311484330162168,-0.0011333103009857222,-0.00810760718993502
2026-03-06,6752.25,6768.75,6766.75,6768.75,6740.75,6744.25,0.0024406490926049064,-0.0002955191924280693,-0.0041452370692672425,-0.0017045879766623409,0.002145129900176655
2026-03-09,6681.5,6712.25,6718.0,6720.0,6800.5,6790.75,0.004591701954573108,0.000856275996549543,0.01190798435561284,0.017653625651692453,0.005447977951122377
2026-03-10,6795.0,6831.25,6811.5,6803.75,6790.5,6787.0,0.005320625339604651,-0.0028953127187332137,-0.0019493542042868573,-0.0006624710411211407,0.002425312620871369
2026-03-11,6792.5,6758.5,6769.0,6769.5,6779.25,6781.5,-0.005018090376620389,0.0015523935847251513,0.0014392474114644192,-0.0019525859538727713,-0.0034656967918952233
2026-03-12,6726.75,6709.5,6697.5,6689.0,6676.5,6684.5,-0.0025676821252096594,-0.0017901101222486501,-0.0018704879943893867,-0.007498216542203473,-0.004357792247458357
2026-03-13,6706.5,6648.25,6645.75,6655.5,6637.75,6633.0,-0.00872354321909681,-0.0003761095275268117,-0.0026705298627522863,-0.01030415471782343,-0.009099652746623483
2026-03-16,6697.25,6697.75,6711.5,6710.25,6703.5,6701.25,7.465472194586424e-05,0.002050823844620027,-0.0010064300541991896,0.0009327836804909854,0.002125478566565925
2026-03-17,6736.75,6723.0,6722.25,6724.0,6720.5,6722.25,-0.0020431292978161076,-0.00011156356345589146,-0.000520659017303201,-0.002415056255649824,-0.0021546928612720616
2026-03-18,6695.25,6681.75,6671.5,6645.25,6626.25,6629.25,-0.0020183904587183117,-0.0015352070863874983,-0.0028632804100151227,-0.010359286425565325,-0.00355359754510582
2026-03-19,6579.25,6589.75,6582.25,6595.0,6609.0,6611.75,0.0015946544498531244,-0.0011387793517326494,0.00212057031903794,0.004511599410422735,0.00045587509812025114
2026-03-23,6658.0,6637.25,6652.25,6667.5,6631.25,6644.75,-0.0031214180775392766,0.0022574222310761914,-0.005451653693876055,-0.004025815772677009,-0.0008639958464630316
2026-03-24,6589.25,6625.75,6621.25,6624.0,6608.25,6603.0,0.005524039775476154,-0.0006793991353655684,-0.0023805486501467586,0.002879335196323029,0.004844640640110455
2026-03-25,6661.75,6644.0,6650.75,6639.25,6643.25,6642.25,-0.002668021047923628,0.0010154385121949733,0.0006022962726777335,-0.002780911224716546,-0.0016525825357285005
2026-03-26,6593.0,6587.25,6538.25,6547.0,6522.25,6521.75,-0.000872517647963213,-0.0074664169189638165,-0.0037875210264102896,-0.010789071698618539,-0.008338934566927086
2026-03-27,6494.75,6471.25,6426.5,6421.75,6407.5,6410.25,-0.0036248690007493695,-0.006939222665924561,-0.0022214869708389005,-0.013524978978634394,-0.010564091666673969
2026-03-30,6467.75,6441.25,6390.25,6385.5,6388.0,6390.0,-0.004105668483196272,-0.0079492294054899,0.0003914353985862179,-0.012407058790727258,-0.01205489788868617
2026-03-31,6457.25,6464.5,6544.5,6554.25,6568.75,6565.75,0.001122139146905768,0.012299332537165931,0.0022098614494978274,0.0171200250775591,0.013421471684071673
2026-04-01,6606.25,6647.0,6610.0,6612.25,6620.0,6617.5,0.0061494544230340275,-0.0055819711958499186,0.0011713806625733851,0.002079199312506115,0.0005674832271841007
2026-04-02,6527.75,6605.5,6600.25,6609.25,6624.5,6618.25,0.011840314976425504,-0.0007951082333962151,0.002304714347829751,0.0147125769661947,0.011045206743029366
2026-04-06,6621.75,6642.5,6646.75,6647.0,6653.5,6646.0,0.0031287131841669998,0.0006396147479943098,0.0009774069422153063,0.004783346533995592,0.0037683279321613283
2026-04-07,6629.5,6601.25,6624.5,6602.25,6655.5,6649.25,-0.004270361533630492,0.0035158722870350335,0.008033080477948705,0.003914193932300326,-0.0007544892465956119
2026-04-08,6829.5,6814.25,6814.0,6793.5,6826.5,6818.5,-0.0022354567257084823,-3.6688496326104935e-05,0.00484582446042803,-0.00043936731814019466,-0.002272145222034645
2026-04-09,6812.75,6853.0,6852.5,6855.75,6863.0,6867.5,0.005890656039945332,-7.296340888282526e-05,0.0010569477065969285,0.0073488073627563325,0.0058176926310623675
2026-04-10,6875.0,6857.25,6856.5,6855.25,6857.0,6850.5,-0.002585156822126355,-0.00010937927273688418,0.00025524622283002525,-0.0026216152504076377,-0.00269453609486328
2026-04-13,6834.75,6856.25,6885.25,6894.75,6922.25,6921.0,0.003140751979194506,0.0042207973006174754,0.0039806088603915185,0.012720968228019281,0.007361549279812041
2026-04-14,6937.75,6990.5,6988.0,6989.0,7007.0,7001.0,0.007574569986435601,-0.00035769217393210863,0.0025721648934047972,0.009932134929090144,0.007216877812503643
2026-04-15,7014.25,7031.75,7047.25,7058.25,7061.25,7062.25,0.002491813905024787,0.0022018618172102446,0.00042494423246501053,0.006678295574830102,0.004693675722235227
2026-04-16,7071.5,7084.0,7059.25,7069.5,7077.25,7078.75,0.0017660984421695694,-0.00349990635310388,0.0010956581229330758,0.0008127926942738513,-0.0017338079109341798
2026-04-17,7121.25,7168.75,7160.5,7158.0,7162.0,7164.5,0.0066480300830754,-0.0011514909589236233,0.0005586592324068115,0.005705999763772691,0.005496539124152019
2026-04-20,7148.25,7136.25,7144.0,7143.5,7148.5,7139.75,-0.001680143207375977,0.001085415277866095,0.0006996921640060505,3.4972983373959644e-05,-0.0005947279295099879
2026-04-21,7162.5,7127.25,7110.0,7122.75,7099.75,7093.75,-0.00493361626346064,-0.002423221962247774,-0.0032343146493016687,-0.008799509881125062,-0.00735683822570844
2026-04-22,7150.25,7156.5,7152.5,7154.75,7170.5,7168.75,0.0008737135125157041,-0.0005590887000061158,0.002198915390131067,0.002828066057511121,0.0003146248125095298
