sample,side,side_label,cell,gamma_regime,entry_time,exit_time,entry_px,exit_px,atr_at_entry,exit_reason,bars_held,gross_points,gross_dollars,cost_dollars,net_dollars,microprice_evaluable,microprice_fired,microprice_exit_time,microprice_exit_px,microprice_net,n_book_rows_in_window,arm3_net_dollars,arm3_exit_reason
OOS,-1,SHORT,SHORT_short,short,2025-12-08 20:00:00+00:00,2025-12-08 20:25:00+00:00,6843.625,6844.875,4.535714285714286,time,5,-1.25,-62.5,17.5,-67.5,True,True,2025-12-08 20:11:19+00:00,6845.375,-105.0,280089,-105.0,microprice
OOS,1,LONG,LONG_long,long,2025-12-09 14:30:00+00:00,2025-12-09 14:55:00+00:00,6850.25,6862.625,4.589285714285714,time,5,12.375,618.75,23.75,613.75,True,True,2025-12-09 14:33:25+00:00,6848.375,-117.5,933234,-117.5,microprice
OOS,-1,SHORT,SHORT_short,short,2025-12-09 18:40:00+00:00,2025-12-09 19:05:00+00:00,6857.875,6858.125,3.857142857142857,time,5,-0.25,-12.5,17.5,-17.5,True,True,2025-12-09 18:53:35+00:00,6860.875,-167.5,306871,-167.5,microprice
OOS,1,LONG,LONG_long,long,2025-12-09 19:55:00+00:00,2025-12-09 20:20:00+00:00,6856.375,6853.875,3.3214285714285716,time,5,-2.5,-125.0,17.5,-130.0,True,True,2025-12-09 19:58:15+00:00,6854.625,-105.0,200523,-105.0,microprice
OOS,-1,SHORT,SHORT_long,long,2025-12-09 20:30:00+00:00,2025-12-09 20:55:00+00:00,6851.375,6848.0,2.642857142857143,time,5,3.375,168.75,23.75,163.75,True,True,2025-12-09 20:31:26+00:00,6852.875,-98.75,312431,-98.75,microprice
OOS,-1,SHORT,SHORT_long,long,2025-12-10 14:30:00+00:00,2025-12-10 14:45:00+00:00,6843.25,6850.375,3.4464285714285716,stop,3,-7.125,-356.25,23.75,-361.25,True,True,2025-12-10 14:43:48+00:00,6846.875,-205.0,581411,-205.0,microprice
OOS,1,LONG,LONG_short,short,2025-12-10 19:10:00+00:00,2025-12-10 19:20:00+00:00,6872.375,6858.625,6.821428571428571,stop,2,-13.75,-687.5,17.5,-692.5,True,True,2025-12-10 19:12:26+00:00,6865.375,-367.5,338291,-367.5,microprice
OOS,-1,SHORT,SHORT_short,short,2025-12-10 19:25:00+00:00,2025-12-10 19:30:00+00:00,6858.125,6875.375,8.553571428571429,stop,1,-17.25,-862.5,17.5,-867.5,True,True,2025-12-10 19:26:01+00:00,6859.125,-67.5,149434,-67.5,microprice
OOS,-1,SHORT,SHORT_long,long,2025-12-10 19:45:00+00:00,2025-12-10 19:50:00+00:00,6861.125,6887.875,13.25,stop,1,-26.75,-1337.5,17.5,-1342.5,True,True,2025-12-10 19:46:03+00:00,6870.375,-480.0,138263,-480.0,microprice
OOS,1,LONG,LONG_long,long,2025-12-10 19:55:00+00:00,2025-12-10 20:20:00+00:00,6888.625,6899.375,15.517857142857142,time,5,10.75,537.5,17.5,532.5,True,False,,,,614898,532.5,time
OOS,-1,SHORT,SHORT_long,long,2025-12-10 20:20:00+00:00,2025-12-10 20:45:00+00:00,6899.375,6901.75,14.571428571428571,time,5,-2.375,-118.75,23.75,-123.75,True,True,2025-12-10 20:21:07+00:00,6902.375,-173.75,529737,-173.75,microprice
OOS,-1,SHORT,SHORT_long,long,2025-12-11 14:30:00+00:00,2025-12-11 14:55:00+00:00,6868.0,6844.625,9.410714285714286,time,5,23.375,1168.75,23.75,1163.75,True,True,2025-12-11 14:38:29+00:00,6873.875,-317.5,1285188,-317.5,microprice
OOS,1,LONG,LONG_long,long,2025-12-11 18:40:00+00:00,2025-12-11 19:05:00+00:00,6899.875,6899.125,4.982142857142857,time,5,-0.75,-37.5,17.5,-42.5,True,True,2025-12-11 18:52:01+00:00,6898.125,-105.0,336050,-105.0,microprice
OOS,1,LONG,LONG_short,short,2025-12-11 19:20:00+00:00,2025-12-11 19:45:00+00:00,6903.875,6906.625,4.696428571428571,time,5,2.75,137.5,17.5,132.5,True,True,2025-12-11 19:21:36+00:00,6901.375,-142.5,220849,-142.5,microprice
OOS,-1,SHORT,SHORT_long,long,2025-12-11 20:10:00+00:00,2025-12-11 20:35:00+00:00,6905.375,6899.625,3.5,time,5,5.75,287.5,17.5,282.5,True,False,,,,257889,282.5,time
OOS,-1,SHORT,SHORT_long,long,2025-12-12 18:25:00+00:00,2025-12-12 18:50:00+00:00,6847.375,6845.875,8.5,time,5,1.5,75.0,17.5,70.0,True,True,2025-12-12 18:26:42+00:00,6850.375,-167.5,479714,-167.5,microprice
OOS,-1,SHORT,SHORT_short,short,2025-12-12 20:20:00+00:00,2025-12-12 20:45:00+00:00,6832.125,6823.0,5.625,time,5,9.125,456.25,23.75,451.25,True,False,,,,530767,451.25,time
OOS,-1,SHORT,SHORT_long,long,2025-12-15 14:30:00+00:00,2025-12-15 14:55:00+00:00,6869.5,6842.625,7.232142857142857,time,5,26.875,1343.75,23.75,1338.75,True,True,2025-12-15 14:31:00+00:00,6925.625,-2830.0,1167693,-2830.0,microprice
OOS,-1,SHORT,SHORT_short,short,2025-12-15 18:20:00+00:00,2025-12-15 18:45:00+00:00,6817.375,6816.125,7.232142857142857,time,5,1.25,62.5,17.5,57.5,True,True,2025-12-15 18:21:00+00:00,6877.625,-3030.0,445543,-3030.0,microprice
OOS,1,LONG,LONG_long,long,2025-12-15 19:05:00+00:00,2025-12-15 19:30:00+00:00,6827.625,6821.625,6.410714285714286,time,5,-6.0,-300.0,17.5,-305.0,True,False,,,,337540,-305.0,time
OOS,-1,SHORT,SHORT_long,long,2025-12-16 14:30:00+00:00,2025-12-16 14:30:00+00:00,6803.75,6816.0,5.946428571428571,stop,0,-12.25,-612.5,30.0,-617.5,False,False,,,,0,-617.5,stop
OOS,-1,SHORT,SHORT_long,long,2025-12-16 17:30:00+00:00,2025-12-16 17:55:00+00:00,6786.125,6776.625,8.678571428571429,time,5,9.5,475.0,17.5,470.0,True,True,2025-12-16 17:31:00+00:00,6844.875,-2955.0,592186,-2955.0,microprice
OOS,-1,SHORT,SHORT_long,long,2025-12-16 19:05:00+00:00,2025-12-16 19:30:00+00:00,6777.125,6782.875,8.625,time,5,-5.75,-287.5,17.5,-292.5,True,True,2025-12-16 19:06:00+00:00,6834.625,-2892.5,606390,-2892.5,microprice
OOS,1,LONG,LONG_long,long,2025-12-16 20:05:00+00:00,2025-12-16 20:30:00+00:00,6799.375,6804.125,7.589285714285714,time,5,4.75,237.5,17.5,232.5,True,False,,,,361577,232.5,time
OOS,-1,SHORT,SHORT_long,long,2025-12-17 14:30:00+00:00,2025-12-17 14:55:00+00:00,6807.25,6794.375,7.267857142857143,time,5,12.875,643.75,23.75,638.75,True,True,2025-12-17 14:31:00+00:00,6862.875,-2805.0,1353095,-2805.0,microprice
OOS,1,LONG,LONG_long,long,2025-12-17 18:05:00+00:00,2025-12-17 18:30:00+00:00,6756.625,6744.375,9.696428571428571,time,5,-12.25,-612.5,17.5,-617.5,True,False,,,,473134,-617.5,time
OOS,1,LONG,LONG_short,short,2025-12-18 20:15:00+00:00,2025-12-18 20:40:00+00:00,6785.125,6788.625,8.5,time,5,3.5,175.0,17.5,170.0,True,False,,,,537334,170.0,time
OOS,-1,SHORT,SHORT_long,long,2025-12-22 14:30:00+00:00,2025-12-22 14:55:00+00:00,6921.75,6922.875,8.339285714285714,time,5,-1.125,-56.25,23.75,-61.25,True,True,2025-12-22 14:32:09+00:00,6927.125,-292.5,838069,-292.5,microprice
OOS,1,LONG,LONG_long,long,2025-12-22 17:55:00+00:00,2025-12-22 18:15:00+00:00,6934.125,6928.625,2.6964285714285716,stop,4,-5.5,-275.0,17.5,-280.0,True,True,2025-12-22 18:05:23+00:00,6932.375,-105.0,142412,-105.0,microprice
OOS,1,LONG,LONG_long,long,2025-12-22 19:30:00+00:00,2025-12-22 19:55:00+00:00,6929.875,6929.125,2.4107142857142856,time,5,-0.75,-37.5,17.5,-42.5,True,False,,,,160255,-42.5,time
OOS,-1,SHORT,SHORT_short,short,2025-12-22 19:55:00+00:00,2025-12-22 20:20:00+00:00,6929.125,6932.125,2.232142857142857,time,5,-3.0,-150.0,17.5,-155.0,True,True,2025-12-22 20:00:47+00:00,6931.375,-130.0,162213,-130.0,microprice
OOS,-1,SHORT,SHORT_short,short,2025-12-23 14:30:00+00:00,2025-12-23 14:30:00+00:00,6919.5,6924.5,2.3214285714285716,stop,0,-5.0,-250.0,30.0,-255.0,False,False,,,,0,-255.0,stop
OOS,1,LONG,LONG_short,short,2025-12-23 17:55:00+00:00,2025-12-23 18:20:00+00:00,6951.125,6955.625,2.125,time,5,4.5,225.0,17.5,220.0,True,False,,,,125065,220.0,time
OOS,-1,SHORT,SHORT_short,short,2025-12-23 18:25:00+00:00,2025-12-23 18:50:00+00:00,6957.375,6957.875,2.25,time,5,-0.5,-25.0,17.5,-30.0,True,True,2025-12-23 18:32:46+00:00,6958.625,-80.0,110092,-80.0,microprice
IS,1,LONG,LONG_short,short,2025-12-30 17:35:00+00:00,2025-12-30 18:00:00+00:00,6951.375,6951.125,2.9107142857142856,time,5,-0.25,-12.5,17.5,-17.5,True,True,2025-12-30 17:44:05+00:00,6948.875,-142.5,157021,-142.5,microprice
IS,-1,SHORT,SHORT_long,long,2025-12-30 18:05:00+00:00,2025-12-30 18:30:00+00:00,6949.875,6952.875,2.7857142857142856,time,5,-3.0,-150.0,17.5,-155.0,True,True,2025-12-30 18:06:41+00:00,6951.125,-80.0,130135,-80.0,microprice
IS,-1,SHORT,SHORT_long,long,2025-12-30 18:40:00+00:00,2025-12-30 19:05:00+00:00,6950.875,6950.125,2.5357142857142856,time,5,0.75,37.5,17.5,32.5,True,True,2025-12-30 18:46:27+00:00,6953.375,-142.5,124787,-142.5,microprice
IS,1,LONG,LONG_short,short,2025-12-30 19:15:00+00:00,2025-12-30 19:40:00+00:00,6953.875,6952.625,2.5,time,5,-1.25,-62.5,17.5,-67.5,True,True,2025-12-30 19:17:48+00:00,6952.375,-92.5,142271,-92.5,microprice
IS,1,LONG,LONG_short,short,2025-12-30 20:00:00+00:00,2025-12-30 20:10:00+00:00,6949.875,6945.125,2.375,stop,2,-4.75,-237.5,17.5,-242.5,True,True,2025-12-30 20:07:24+00:00,6948.625,-80.0,69480,-80.0,microprice
IS,-1,SHORT,SHORT_short,short,2025-12-31 14:30:00+00:00,2025-12-31 14:40:00+00:00,6943.75,6930.5,2.9642857142857144,target,2,13.25,662.5,17.5,657.5,True,True,2025-12-31 14:31:24+00:00,6946.375,-148.75,233725,-148.75,microprice
IS,-1,SHORT,SHORT_long,long,2025-12-31 18:55:00+00:00,2025-12-31 19:20:00+00:00,6932.125,6927.625,2.75,time,5,4.5,225.0,17.5,220.0,True,True,2025-12-31 18:57:19+00:00,6933.375,-80.0,160479,-80.0,microprice
IS,-1,SHORT,SHORT_long,long,2025-12-31 19:20:00+00:00,2025-12-31 19:30:00+00:00,6927.375,6914.25,2.892857142857143,target,2,13.125,656.25,11.25,651.25,True,False,,,,78605,651.25,target
IS,-1,SHORT,SHORT_long,long,2026-01-02 14:30:00+00:00,2026-01-02 14:50:00+00:00,6925.75,6938.125,6.125,stop,4,-12.375,-618.75,23.75,-623.75,True,True,2026-01-02 14:31:05+00:00,6928.125,-142.5,818899,-142.5,microprice
IS,1,LONG,LONG_short,short,2026-01-02 19:15:00+00:00,2026-01-02 19:40:00+00:00,6893.375,6904.875,6.964285714285714,time,5,11.5,575.0,17.5,570.0,True,True,2026-01-02 19:17:43+00:00,6891.875,-92.5,364741,-92.5,microprice
IS,-1,SHORT,SHORT_short,short,2026-01-02 20:00:00+00:00,2026-01-02 20:25:00+00:00,6900.125,6902.375,6.785714285714286,time,5,-2.25,-112.5,17.5,-117.5,True,True,2026-01-02 20:01:48+00:00,6903.125,-167.5,307294,-167.5,microprice
IS,-1,SHORT,SHORT_short,short,2026-01-02 20:25:00+00:00,2026-01-02 20:50:00+00:00,6902.125,6892.75,5.910714285714286,time,5,9.375,468.75,23.75,463.75,True,False,,,,297602,463.75,time
IS,1,LONG,LONG_short,short,2026-01-05 14:30:00+00:00,2026-01-05 14:55:00+00:00,6934.0,6938.125,6.035714285714286,time,5,4.125,206.25,23.75,201.25,True,False,,,,1425456,201.25,time
IS,1,LONG,LONG_short,short,2026-01-05 17:40:00+00:00,2026-01-05 18:05:00+00:00,6954.375,6955.375,3.767857142857143,time,5,1.0,50.0,17.5,45.0,True,True,2026-01-05 17:44:03+00:00,6952.125,-130.0,300676,-130.0,microprice
IS,-1,SHORT,SHORT_short,short,2026-01-05 18:20:00+00:00,2026-01-05 18:45:00+00:00,6948.375,6954.875,3.9107142857142856,time,5,-6.5,-325.0,17.5,-330.0,True,True,2026-01-05 18:24:22+00:00,6950.125,-105.0,238157,-105.0,microprice
IS,-1,SHORT,SHORT_short,short,2026-01-05 19:00:00+00:00,2026-01-05 19:25:00+00:00,6954.375,6951.125,3.4107142857142856,time,5,3.25,162.5,17.5,157.5,True,False,,,,208630,157.5,time
IS,-1,SHORT,SHORT_short,short,2026-01-05 19:40:00+00:00,2026-01-05 20:05:00+00:00,6946.375,6944.625,2.4642857142857144,time,5,1.75,87.5,17.5,82.5,True,True,2026-01-05 19:49:03+00:00,6947.625,-80.0,292480,-80.0,microprice
IS,1,LONG,LONG_long,long,2026-01-06 14:30:00+00:00,2026-01-06 14:50:00+00:00,6947.5,6963.0,3.4285714285714284,target,4,15.5,775.0,17.5,770.0,True,False,,,,629320,770.0,target
IS,-1,SHORT,SHORT_long,long,2026-01-07 17:55:00+00:00,2026-01-07 18:20:00+00:00,6997.375,6990.875,3.1964285714285716,time,5,6.5,325.0,17.5,320.0,True,False,,,,330949,320.0,time
IS,1,LONG,LONG_long,long,2026-01-07 18:35:00+00:00,2026-01-07 19:00:00+00:00,6992.625,6995.375,3.625,time,5,2.75,137.5,17.5,132.5,True,True,2026-01-07 18:36:48+00:00,6990.875,-105.0,284746,-105.0,microprice
IS,-1,SHORT,SHORT_long,long,2026-01-07 19:10:00+00:00,2026-01-07 19:35:00+00:00,6990.125,6987.375,3.5357142857142856,time,5,2.75,137.5,17.5,132.5,True,False,,,,432042,132.5,time
IS,1,LONG,LONG_short,short,2026-01-07 20:20:00+00:00,2026-01-07 20:25:00+00:00,6977.375,6969.125,4.107142857142857,stop,1,-8.25,-412.5,17.5,-417.5,True,True,2026-01-07 20:21:11+00:00,6975.125,-130.0,77449,-130.0,microprice
IS,-1,SHORT,SHORT_long,long,2026-01-09 18:45:00+00:00,2026-01-09 19:10:00+00:00,7010.625,7011.625,3.6607142857142856,time,5,-1.0,-50.0,17.5,-55.0,True,False,,,,209670,-55.0,time
IS,-1,SHORT,SHORT_long,long,2026-01-12 14:30:00+00:00,2026-01-12 14:30:00+00:00,6970.25,6976.5,3.0357142857142856,stop,0,-6.25,-312.5,30.0,-317.5,False,False,,,,0,-317.5,stop
IS,-1,SHORT,SHORT_short,short,2026-01-12 19:05:00+00:00,2026-01-12 19:15:00+00:00,7014.125,7018.375,2.0892857142857144,stop,2,-4.25,-212.5,17.5,-217.5,True,True,2026-01-12 19:06:32+00:00,7015.375,-80.0,54620,-80.0,microprice
IS,-1,SHORT,SHORT_short,short,2026-01-12 19:40:00+00:00,2026-01-12 19:55:00+00:00,7019.625,7024.375,2.25,stop,3,-4.75,-237.5,17.5,-242.5,True,True,2026-01-12 19:43:22+00:00,7020.875,-80.0,77627,-80.0,microprice
IS,1,LONG,LONG_long,long,2026-01-12 20:00:00+00:00,2026-01-12 20:10:00+00:00,7023.875,7019.375,2.1964285714285716,stop,2,-4.5,-225.0,17.5,-230.0,True,True,2026-01-12 20:03:44+00:00,7022.875,-67.5,67880,-67.5,microprice
IS,-1,SHORT,SHORT_short,short,2026-01-12 20:25:00+00:00,2026-01-12 20:50:00+00:00,7016.375,7017.75,2.482142857142857,time,5,-1.375,-68.75,23.75,-73.75,True,True,2026-01-12 20:26:39+00:00,7017.625,-86.25,185178,-86.25,microprice
IS,-1,SHORT,SHORT_short,short,2026-01-13 14:30:00+00:00,2026-01-13 14:35:00+00:00,7017.0,7022.75,2.7857142857142856,stop,1,-5.75,-287.5,30.0,-292.5,True,True,2026-01-13 14:31:01+00:00,7021.875,-273.75,222277,-273.75,microprice
IS,1,LONG,LONG_short,short,2026-01-13 18:15:00+00:00,2026-01-13 18:40:00+00:00,6996.375,6998.375,6.964285714285714,time,5,2.0,100.0,17.5,95.0,True,True,2026-01-13 18:17:16+00:00,6995.625,-55.0,308634,-55.0,microprice
IS,1,LONG,LONG_long,long,2026-01-14 14:30:00+00:00,2026-01-14 14:40:00+00:00,6970.5,6960.125,5.089285714285714,stop,2,-10.375,-518.75,23.75,-523.75,True,True,2026-01-14 14:32:20+00:00,6965.125,-292.5,604190,-292.5,microprice
IS,-1,SHORT,SHORT_short,short,2026-01-14 17:35:00+00:00,2026-01-14 18:00:00+00:00,6925.375,6928.125,7.357142857142857,time,5,-2.75,-137.5,17.5,-142.5,True,True,2026-01-14 17:36:01+00:00,6928.125,-155.0,571486,-155.0,microprice
IS,1,LONG,LONG_short,short,2026-01-14 18:55:00+00:00,2026-01-14 19:20:00+00:00,6940.125,6943.875,6.696428571428571,time,5,3.75,187.5,17.5,182.5,True,False,,,,520836,182.5,time
IS,1,LONG,LONG_short,short,2026-01-14 20:05:00+00:00,2026-01-14 20:30:00+00:00,6946.375,6954.625,5.017857142857143,time,5,8.25,412.5,17.5,407.5,True,False,,,,695504,407.5,time
IS,1,LONG,LONG_long,long,2026-01-15 14:30:00+00:00,2026-01-15 14:55:00+00:00,7008.75,7003.125,8.589285714285714,time,5,-5.625,-281.25,23.75,-286.25,True,True,2026-01-15 14:31:13+00:00,7005.625,-180.0,1172667,-180.0,microprice
IS,-1,SHORT,SHORT_long,long,2026-01-15 17:30:00+00:00,2026-01-15 17:55:00+00:00,7007.125,7006.875,4.178571428571429,time,5,0.25,12.5,17.5,7.5,True,True,2026-01-15 17:44:05+00:00,7008.375,-80.0,367199,-80.0,microprice
IS,-1,SHORT,SHORT_long,long,2026-01-15 18:00:00+00:00,2026-01-15 18:05:00+00:00,7001.625,7010.125,4.214285714285714,stop,1,-8.5,-425.0,17.5,-430.0,True,True,2026-01-15 18:01:05+00:00,7003.125,-92.5,76277,-92.5,microprice
IS,-1,SHORT,SHORT_long,long,2026-01-15 19:05:00+00:00,2026-01-15 19:30:00+00:00,7004.375,6998.125,3.892857142857143,time,5,6.25,312.5,17.5,307.5,True,True,2026-01-15 19:07:56+00:00,7006.625,-130.0,410909,-130.0,microprice
IS,-1,SHORT,SHORT_long,long,2026-01-15 19:30:00+00:00,2026-01-15 19:55:00+00:00,6997.875,6993.875,4.017857142857143,time,5,4.0,200.0,17.5,195.0,True,False,,,,599134,195.0,time
IS,1,LONG,LONG_long,long,2026-01-15 20:30:00+00:00,2026-01-15 20:55:00+00:00,6980.625,6979.5,5.875,time,5,-1.125,-56.25,23.75,-61.25,True,True,2026-01-15 20:31:01+00:00,6979.125,-98.75,532350,-98.75,microprice
IS,1,LONG,LONG_short,short,2026-01-16 14:30:00+00:00,2026-01-16 14:55:00+00:00,6995.25,6987.875,6.214285714285714,time,5,-7.375,-368.75,23.75,-373.75,True,True,2026-01-16 14:44:06+00:00,6993.125,-130.0,814600,-130.0,microprice
IS,1,LONG,LONG_short,short,2026-01-16 18:05:00+00:00,2026-01-16 18:30:00+00:00,6982.875,6989.875,4.339285714285714,time,5,7.0,350.0,17.5,345.0,True,False,,,,244423,345.0,time
IS,1,LONG,LONG_long,long,2026-01-16 19:05:00+00:00,2026-01-16 19:10:00+00:00,6994.875,6986.875,3.928571428571429,stop,1,-8.0,-400.0,17.5,-405.0,True,True,2026-01-16 19:09:08+00:00,6993.125,-105.0,68860,-105.0,microprice
IS,-1,SHORT,SHORT_long,long,2026-01-20 19:00:00+00:00,2026-01-20 19:25:00+00:00,6844.125,6837.375,6.125,time,5,6.75,337.5,17.5,332.5,True,True,2026-01-20 19:01:05+00:00,6847.375,-180.0,572162,-180.0,microprice
IS,1,LONG,LONG_long,long,2026-01-20 19:40:00+00:00,2026-01-20 20:05:00+00:00,6837.125,6832.375,6.660714285714286,time,5,-4.75,-237.5,17.5,-242.5,True,True,2026-01-20 19:44:07+00:00,6835.625,-92.5,645134,-92.5,microprice
IS,-1,SHORT,SHORT_long,long,2026-01-20 20:15:00+00:00,2026-01-20 20:40:00+00:00,6826.875,6827.375,6.0,time,5,-0.5,-25.0,17.5,-30.0,True,True,2026-01-20 20:18:44+00:00,6834.375,-392.5,726302,-392.5,microprice
IS,1,LONG,LONG_short,short,2026-01-21 14:30:00+00:00,2026-01-21 14:55:00+00:00,6850.0,6872.125,7.107142857142857,time,5,22.125,1106.25,23.75,1101.25,True,False,,,,1094020,1101.25,time
IS,-1,SHORT,SHORT_long,long,2026-01-21 18:05:00+00:00,2026-01-21 18:30:00+00:00,6844.875,6861.875,11.321428571428571,time,5,-17.0,-850.0,17.5,-855.0,True,True,2026-01-21 18:06:01+00:00,6848.375,-192.5,669688,-192.5,microprice
IS,1,LONG,LONG_short,short,2026-01-21 19:30:00+00:00,2026-01-21 19:55:00+00:00,6904.875,6935.125,11.0,time,5,30.25,1512.5,17.5,1507.5,True,False,,,,1204686,1507.5,time
IS,1,LONG,LONG_short,short,2026-01-22 17:35:00+00:00,2026-01-22 18:00:00+00:00,6965.625,6966.625,4.571428571428571,time,5,1.0,50.0,17.5,45.0,True,True,2026-01-22 17:36:47+00:00,6964.125,-92.5,274217,-92.5,microprice
IS,-1,SHORT,SHORT_long,long,2026-01-22 18:05:00+00:00,2026-01-22 18:30:00+00:00,6966.875,6961.625,4.678571428571429,time,5,5.25,262.5,17.5,257.5,True,False,,,,321525,257.5,time
IS,1,LONG,LONG_long,long,2026-01-22 18:35:00+00:00,2026-01-22 18:55:00+00:00,6964.125,6956.125,3.982142857142857,stop,4,-8.0,-400.0,17.5,-405.0,True,True,2026-01-22 18:42:51+00:00,6963.125,-67.5,198365,-67.5,microprice
IS,-1,SHORT,SHORT_short,short,2026-01-22 19:00:00+00:00,2026-01-22 19:05:00+00:00,6956.875,6964.875,3.9107142857142856,stop,1,-8.0,-400.0,17.5,-405.0,True,True,2026-01-22 19:01:01+00:00,6960.125,-180.0,73823,-180.0,microprice
IS,1,LONG,LONG_long,long,2026-01-22 19:25:00+00:00,2026-01-22 19:35:00+00:00,6965.375,6957.625,3.767857142857143,stop,2,-7.75,-387.5,17.5,-392.5,True,True,2026-01-22 19:27:17+00:00,6963.875,-92.5,98786,-92.5,microprice
IS,-1,SHORT,SHORT_short,short,2026-01-22 19:40:00+00:00,2026-01-22 20:05:00+00:00,6955.875,6947.375,3.9642857142857144,time,5,8.5,425.0,17.5,420.0,True,True,2026-01-22 19:41:13+00:00,6957.375,-92.5,445005,-92.5,microprice
IS,1,LONG,LONG_short,short,2026-01-23 14:30:00+00:00,2026-01-23 14:55:00+00:00,6934.75,6932.875,5.535714285714286,time,5,-1.875,-93.75,23.75,-98.75,True,True,2026-01-23 14:33:48+00:00,6932.375,-142.5,762235,-142.5,microprice
IS,-1,SHORT,SHORT_long,long,2026-01-23 17:35:00+00:00,2026-01-23 18:00:00+00:00,6951.125,6933.125,6.25,time,5,18.0,900.0,17.5,895.0,True,True,2026-01-23 17:36:11+00:00,6954.125,-167.5,657312,-167.5,microprice
IS,1,LONG,LONG_long,long,2026-01-23 19:05:00+00:00,2026-01-23 19:30:00+00:00,6949.375,6949.625,6.267857142857143,time,5,0.25,12.5,17.5,7.5,True,False,,,,361020,7.5,time
IS,-1,SHORT,SHORT_short,short,2026-01-23 19:30:00+00:00,2026-01-23 19:55:00+00:00,6949.625,6948.125,5.375,time,5,1.5,75.0,17.5,70.0,True,True,2026-01-23 19:31:24+00:00,6951.875,-130.0,367532,-130.0,microprice
IS,-1,SHORT,SHORT_short,short,2026-01-26 18:10:00+00:00,2026-01-26 18:20:00+00:00,6983.875,6990.375,3.1785714285714284,stop,2,-6.5,-325.0,17.5,-330.0,True,True,2026-01-26 18:18:33+00:00,6988.125,-230.0,92667,-230.0,microprice
IS,-1,SHORT,SHORT_short,short,2026-01-26 18:40:00+00:00,2026-01-26 19:05:00+00:00,6990.875,6989.625,3.5,time,5,1.25,62.5,17.5,57.5,True,False,,,,229817,57.5,time
IS,1,LONG,LONG_short,short,2026-01-26 20:25:00+00:00,2026-01-26 20:50:00+00:00,6990.125,6987.5,2.8214285714285716,time,5,-2.625,-131.25,23.75,-136.25,True,True,2026-01-26 20:26:15+00:00,6989.125,-73.75,188320,-73.75,microprice
IS,-1,SHORT,SHORT_short,short,2026-01-27 14:30:00+00:00,2026-01-27 14:50:00+00:00,6994.25,7000.375,2.9464285714285716,stop,4,-6.125,-306.25,23.75,-311.25,True,True,2026-01-27 14:46:01+00:00,6996.125,-117.5,599516,-117.5,microprice
IS,1,LONG,LONG_short,short,2026-01-27 17:30:00+00:00,2026-01-27 17:55:00+00:00,7012.625,7008.625,2.8214285714285716,time,5,-4.0,-200.0,17.5,-205.0,True,True,2026-01-27 17:32:14+00:00,7011.375,-80.0,266714,-80.0,microprice
IS,1,LONG,LONG_long,long,2026-01-27 18:20:00+00:00,2026-01-27 18:45:00+00:00,7009.875,7010.375,3.5,time,5,0.5,25.0,17.5,20.0,True,False,,,,213971,20.0,time
IS,1,LONG,LONG_long,long,2026-01-27 19:15:00+00:00,2026-01-27 19:40:00+00:00,7012.625,7015.125,2.8214285714285716,time,5,2.5,125.0,17.5,120.0,True,False,,,,160184,120.0,time
IS,1,LONG,LONG_short,short,2026-01-27 20:15:00+00:00,2026-01-27 20:25:00+00:00,7017.125,7013.125,1.9107142857142856,stop,2,-4.0,-200.0,17.5,-205.0,True,True,2026-01-27 20:16:14+00:00,7015.625,-92.5,65458,-92.5,microprice
IS,1,LONG,LONG_short,short,2026-01-28 14:30:00+00:00,2026-01-28 14:55:00+00:00,7023.5,7029.125,2.5,time,5,5.625,281.25,23.75,276.25,True,False,,,,725881,276.25,time
IS,-1,SHORT,SHORT_short,short,2026-01-28 19:05:00+00:00,2026-01-28 19:30:00+00:00,7001.625,6992.875,4.571428571428571,time,5,8.75,437.5,17.5,432.5,True,True,2026-01-28 19:09:54+00:00,7003.125,-92.5,355611,-92.5,microprice
IS,-1,SHORT,SHORT_short,short,2026-01-28 19:30:00+00:00,2026-01-28 19:30:00+00:00,6992.625,7004.125,5.714285714285714,stop,0,-11.5,-575.0,17.5,-580.0,False,False,,,,0,-580.0,stop
IS,1,LONG,LONG_short,short,2026-01-28 19:50:00+00:00,2026-01-28 20:15:00+00:00,7006.375,7009.125,8.446428571428571,time,5,2.75,137.5,17.5,132.5,True,True,2026-01-28 19:57:21+00:00,7002.375,-217.5,546069,-217.5,microprice
IS,-1,SHORT,SHORT_short,short,2026-01-28 20:15:00+00:00,2026-01-28 20:40:00+00:00,7009.125,7007.375,8.839285714285714,time,5,1.75,87.5,17.5,82.5,True,True,2026-01-28 20:18:32+00:00,7009.875,-55.0,455413,-55.0,microprice
IS,-1,SHORT,SHORT_long,long,2026-01-29 14:30:00+00:00,2026-01-29 14:45:00+00:00,7013.75,6981.25,7.196428571428571,target,3,32.5,1625.0,17.5,1620.0,True,True,2026-01-29 14:31:02+00:00,7017.625,-211.25,691950,-211.25,microprice
IS,-1,SHORT,SHORT_long,long,2026-01-29 17:55:00+00:00,2026-01-29 18:05:00+00:00,6939.375,6956.625,8.607142857142858,stop,2,-17.25,-862.5,17.5,-867.5,True,True,2026-01-29 17:57:07+00:00,6945.125,-305.0,320121,-305.0,microprice
