strategy,side,contracts,entry_time,entry_px,exit_time,exit_px,exit_reason,bars_held,stop_px,target_px,atr_at_entry,gamma_regime,gross_points,gross_dollars,cost_dollars,net_dollars,hour_min
flow_burst,1,1,2025-09-08 14:20:00-04:00,6500.625,2025-09-08 14:50:00-04:00,6502.375,time,6,6493.0,6517.5,3.767857142857143,short,1.75,87.5,17.5,82.5,860
flow_burst,-1,1,2025-09-08 15:15:00-04:00,6493.125,2025-09-08 15:40:00-04:00,6500.75,stop,5,6500.5,6476.5,3.7142857142857144,long,-7.625,-381.25,23.75,-386.25,915
flow_burst,1,1,2025-09-09 09:30:00-04:00,6507.25,2025-09-09 10:00:00-04:00,6507.625,time,6,6498.75,6526.25,4.196428571428571,short,0.375,18.75,23.75,13.75,570
flow_burst,-1,1,2025-09-10 09:30:00-04:00,6552.5,2025-09-10 10:00:00-04:00,6552.625,time,6,6557.5,6541.0,2.5535714285714284,long,-0.125,-6.25,23.75,-11.25,570
flow_burst,-1,1,2025-09-10 15:30:00-04:00,6524.875,2025-09-10 15:40:00-04:00,6534.75,stop,2,6534.5,6503.25,4.821428571428571,long,-9.875,-493.75,23.75,-498.75,930
flow_burst,1,1,2025-09-11 13:15:00-04:00,6590.375,2025-09-11 13:45:00-04:00,6591.375,time,6,6584.75,6603.0,2.8214285714285716,long,1.0,50.0,17.5,45.0,795
flow_burst,-1,1,2025-09-11 13:50:00-04:00,6588.375,2025-09-11 14:20:00-04:00,6589.625,time,6,6594.75,6574.25,3.1607142857142856,long,-1.25,-62.5,17.5,-67.5,830
flow_burst,1,1,2025-09-11 14:45:00-04:00,6591.375,2025-09-11 15:15:00-04:00,6592.375,time,6,6585.75,6604.25,2.875,long,1.0,50.0,17.5,45.0,885
flow_burst,1,1,2025-09-12 12:50:00-04:00,6593.625,2025-09-12 13:20:00-04:00,6594.375,time,6,6588.25,6605.5,2.6607142857142856,long,0.75,37.5,17.5,32.5,770
flow_burst,1,1,2025-09-12 13:25:00-04:00,6596.375,2025-09-12 13:55:00-04:00,6596.375,time,6,6591.75,6606.5,2.267857142857143,long,0.0,0.0,17.5,-5.0,805
flow_burst,1,1,2025-09-12 14:10:00-04:00,6597.625,2025-09-12 14:40:00-04:00,6601.875,time,6,6593.5,6606.75,2.017857142857143,long,4.25,212.5,17.5,207.5,850
flow_burst,1,1,2025-09-12 14:55:00-04:00,6604.125,2025-09-12 15:10:00-04:00,6599.125,stop,3,6599.25,6615.0,2.392857142857143,long,-5.0,-250.0,17.5,-255.0,895
flow_burst,-1,1,2025-09-15 09:30:00-04:00,6608.0,2025-09-15 09:50:00-04:00,6617.875,stop,4,6617.75,6586.25,4.821428571428571,short,-9.875,-493.75,23.75,-498.75,570
flow_burst,-1,1,2025-09-15 13:00:00-04:00,6613.625,2025-09-15 13:30:00-04:00,6609.875,time,6,6618.75,6602.25,2.5535714285714284,short,3.75,187.5,17.5,182.5,780
flow_burst,1,1,2025-09-15 13:40:00-04:00,6614.875,2025-09-15 14:10:00-04:00,6614.125,time,6,6608.75,6628.5,3.017857142857143,long,-0.75,-37.5,17.5,-42.5,820
flow_burst,-1,1,2025-09-15 14:10:00-04:00,6614.125,2025-09-15 14:40:00-04:00,6611.375,time,6,6620.5,6600.0,3.1607142857142856,long,2.75,137.5,17.5,132.5,850
flow_burst,-1,1,2025-09-15 14:45:00-04:00,6608.125,2025-09-15 15:15:00-04:00,6612.125,time,6,6614.75,6593.5,3.25,short,-4.0,-200.0,17.5,-205.0,885
flow_burst,1,1,2025-09-15 15:30:00-04:00,6613.375,2025-09-15 15:55:00-04:00,6613.75,session_close,5,6607.0,6628.0,3.25,long,0.375,18.75,23.75,13.75,930
flow_burst,-1,1,2025-09-16 13:45:00-04:00,6612.875,2025-09-16 14:15:00-04:00,6613.625,time,6,6618.25,6601.0,2.6607142857142856,short,-0.75,-37.5,17.5,-42.5,825
flow_burst,1,1,2025-09-16 14:45:00-04:00,6616.375,2025-09-16 15:15:00-04:00,6618.375,time,6,6611.75,6626.5,2.267857142857143,long,2.0,100.0,17.5,95.0,885
flow_burst,-1,1,2025-09-16 15:30:00-04:00,6613.625,2025-09-16 15:45:00-04:00,6618.25,stop,3,6618.0,6603.75,2.1964285714285716,short,-4.625,-231.25,23.75,-236.25,930
flow_burst,-1,1,2025-09-17 09:30:00-04:00,6611.5,2025-09-17 09:50:00-04:00,6618.125,stop,4,6618.0,6596.75,3.3035714285714284,long,-6.625,-331.25,23.75,-336.25,570
flow_burst,-1,1,2025-09-17 14:35:00-04:00,6594.875,2025-09-17 15:05:00-04:00,6602.125,time,6,6619.25,6540.25,12.125,short,-7.25,-362.5,17.5,-367.5,875
flow_burst,1,1,2025-09-17 15:00:00-04:00,6588.875,2025-09-17 15:30:00-04:00,6611.625,time,6,6548.25,6680.25,20.303571428571427,long,22.75,1137.5,17.5,1132.5,900
flow_burst,1,1,2025-09-17 15:25:00-04:00,6613.625,2025-09-17 15:55:00-04:00,6607.0,time,6,6570.0,6711.75,21.803571428571427,long,-6.625,-331.25,23.75,-336.25,925
flow_burst,-1,1,2025-09-18 14:45:00-04:00,6634.125,2025-09-18 14:50:00-04:00,6642.375,stop,1,6642.25,6616.0,4.035714285714286,short,-8.25,-412.5,17.5,-417.5,885
flow_burst,1,1,2025-09-18 14:50:00-04:00,6641.125,2025-09-18 15:20:00-04:00,6641.875,time,6,6632.75,6660.25,4.25,short,0.75,37.5,17.5,32.5,890
flow_burst,-1,1,2025-09-18 15:15:00-04:00,6641.125,2025-09-18 15:45:00-04:00,6634.5,time,6,6648.5,6624.5,3.6964285714285716,short,6.625,331.25,23.75,326.25,915
flow_burst,-1,1,2025-09-22 09:30:00-04:00,6705.75,2025-09-22 09:50:00-04:00,6714.375,stop,4,6714.25,6686.5,4.285714285714286,long,-8.625,-431.25,23.75,-436.25,570
flow_burst,-1,1,2025-09-22 13:55:00-04:00,6748.625,2025-09-22 14:25:00-04:00,6749.875,time,6,6753.75,6737.0,2.5714285714285716,long,-1.25,-62.5,17.5,-67.5,835
flow_burst,1,1,2025-09-22 14:40:00-04:00,6752.125,2025-09-22 15:10:00-04:00,6753.625,time,6,6747.25,6763.25,2.4464285714285716,long,1.5,75.0,17.5,70.0,880
flow_burst,-1,1,2025-09-22 15:20:00-04:00,6754.875,2025-09-22 15:50:00-04:00,6755.5,time,6,6759.25,6745.25,2.1607142857142856,short,-0.625,-31.25,23.75,-36.25,920
flow_burst,1,1,2025-09-23 12:50:00-04:00,6740.375,2025-09-23 12:55:00-04:00,6732.625,stop,1,6732.75,6757.5,3.7857142857142856,long,-7.75,-387.5,17.5,-392.5,770
flow_burst,-1,1,2025-09-23 12:55:00-04:00,6737.125,2025-09-23 13:25:00-04:00,6727.875,time,6,6744.75,6720.25,3.767857142857143,long,9.25,462.5,17.5,457.5,775
flow_burst,-1,1,2025-09-23 13:30:00-04:00,6718.125,2025-09-23 14:00:00-04:00,6713.875,time,6,6727.5,6697.0,4.678571428571429,short,4.25,212.5,17.5,207.5,810
flow_burst,1,1,2025-09-23 14:25:00-04:00,6706.375,2025-09-23 14:55:00-04:00,6705.375,time,6,6694.25,6733.5,6.017857142857143,long,-1.0,-50.0,17.5,-55.0,865
flow_burst,1,1,2025-09-23 15:05:00-04:00,6704.625,2025-09-23 15:35:00-04:00,6709.125,time,6,6695.0,6726.25,4.803571428571429,long,4.5,225.0,17.5,220.0,905
flow_burst,1,1,2025-09-24 13:10:00-04:00,6693.625,2025-09-24 13:40:00-04:00,6692.625,time,6,6684.0,6715.0,4.767857142857143,long,-1.0,-50.0,17.5,-55.0,790
flow_burst,1,1,2025-09-24 13:35:00-04:00,6698.625,2025-09-24 13:40:00-04:00,6690.875,stop,1,6691.0,6716.0,3.857142857142857,short,-7.75,-387.5,17.5,-392.5,815
flow_burst,-1,1,2025-09-24 13:40:00-04:00,6692.625,2025-09-24 14:10:00-04:00,6685.125,time,6,6700.5,6675.0,3.9285714285714284,short,7.5,375.0,17.5,370.0,820
flow_burst,1,1,2025-09-24 14:55:00-04:00,6692.375,2025-09-24 15:25:00-04:00,6689.375,time,6,6684.5,6710.5,4.0,long,-3.0,-150.0,17.5,-155.0,895
flow_burst,-1,1,2025-09-25 09:30:00-04:00,6659.75,2025-09-25 09:35:00-04:00,6643.0,target,1,6667.25,6643.0,3.6964285714285716,short,16.75,837.5,17.5,832.5,570
flow_burst,-1,1,2025-09-25 13:25:00-04:00,6647.125,2025-09-25 13:55:00-04:00,6644.375,time,6,6659.75,6618.5,6.357142857142857,short,2.75,137.5,17.5,132.5,805
flow_burst,1,1,2025-09-25 14:10:00-04:00,6633.125,2025-09-25 14:40:00-04:00,6654.625,time,6,6618.25,6666.5,7.428571428571429,long,21.5,1075.0,17.5,1070.0,850
flow_burst,1,1,2025-09-25 14:45:00-04:00,6659.125,2025-09-25 15:15:00-04:00,6656.625,time,6,6645.25,6690.75,7.0,short,-2.5,-125.0,17.5,-130.0,885
flow_burst,-1,1,2025-09-26 13:50:00-04:00,6691.375,2025-09-26 14:20:00-04:00,6693.625,time,6,6699.25,6674.0,3.875,short,-2.25,-112.5,17.5,-117.5,830
flow_burst,1,1,2025-09-26 14:15:00-04:00,6692.375,2025-09-26 14:45:00-04:00,6697.875,time,6,6684.5,6710.25,3.9642857142857144,short,5.5,275.0,17.5,270.0,855
flow_burst,-1,1,2025-09-26 15:10:00-04:00,6694.125,2025-09-26 15:40:00-04:00,6695.125,time,6,6702.0,6676.5,3.892857142857143,short,-1.0,-50.0,17.5,-55.0,910
flow_burst,-1,1,2025-09-29 13:05:00-04:00,6703.375,2025-09-29 13:35:00-04:00,6701.875,time,6,6712.25,6683.75,4.375,short,1.5,75.0,17.5,70.0,785
flow_burst,1,1,2025-09-29 13:55:00-04:00,6708.625,2025-09-29 14:25:00-04:00,6712.375,time,6,6701.75,6724.25,3.482142857142857,long,3.75,187.5,17.5,182.5,835
