,instrument_id,ts_event,rtype,publisher_id,action,side,depth,price,size,flags,ts_in_delta,sequence,bid_px_00,ask_px_00,bid_sz_00,ask_sz_00,bid_ct_00,ask_ct_00,symbol_x,expiration,strike_price,contract_multiplier,symbol_y,underlying_id,cfi,underlying_price,open_interest,mid_price,T,option_type,implied_vol,gamma,delta
74,42670705,2026-02-27 14:14:53.075137525+00:00,1,1,A,A,0,0.75,25,128,14530,1297814600,0.5,0.75,495,700,8,10,42670705,2026-03-20 13:30:00+00:00,7325.0,50,ESH6 C7325,42140878,OCAFPS,6862.375,1,0.625,0.05560562323091743,call,0.1178348587832999,0.0001370217834003584,0.009777785733117383
75,42671069,2026-02-27 14:14:53.075137525+00:00,1,1,A,A,0,0.45,25,128,14530,1297814600,0.2,0.45,568,587,8,9,42671069,2026-03-20 13:30:00+00:00,7425.0,50,ESH6 C7425,42140878,OCAFPS,6862.375,0,0.325,0.05560562323091743,call,0.12891522759093457,6.897493349514931e-05,0.004973783713911465
76,42671291,2026-02-27 14:14:59.706146571+00:00,1,1,M,A,0,64.0,22,128,13386,1297850140,63.25,64.0,2,133,2,11,42671291,2026-03-20 13:30:00+00:00,6675.0,50,ESH6 P6675,42140878,OPAFPS,6862.375,42,63.625,0.05560562323091743,put,0.216175661930396,0.000968227275961809,-0.2842371681537107
77,42671292,2026-02-27 14:14:59.446528293+00:00,1,1,C,N,0,370.5,1,128,14895,1297846249,358.5,371.0,5,5,1,1,42671292,2026-03-20 13:30:00+00:00,7225.0,50,ESH6 P7225,42140878,OPAFPS,6862.375,316,364.75,0.05560562323091743,put,0.12132327277166663,0.00041180470021121203,-0.9609391220746376
78,42671293,2026-02-27 14:14:59.446528293+00:00,1,1,C,N,0,532.5,1,128,14963,1297846250,496.0,533.0,120,120,1,1,42671293,2026-03-20 13:30:00+00:00,7375.0,50,ESH6 P7375,42140878,OPAFPS,6862.375,464,514.5,0.05560562323091743,put,0.16036843806318546,0.0002590269682518438,-0.968368586943566
79,42671295,2026-02-27 14:14:59.446528293+00:00,1,1,C,N,0,632.0,1,128,14963,1297846250,595.5,632.5,120,120,1,1,42671295,2026-03-20 13:30:00+00:00,7475.0,50,ESH6 P7475,42140878,OPAFPS,6862.375,576,614.0,0.05560562323091743,put,0.18175020186529695,0.00019299949509278693,-0.97379026346396
80,42689128,2026-02-27 14:14:28.093125791+00:00,1,1,M,B,0,509.0,11,128,14797,1297680164,509.0,516.0,11,11,1,1,42689128,2026-03-20 13:30:00+00:00,6375.0,50,ESH6 C6375,42140878,OCAFPS,6862.375,507,512.5,0.05560562323091743,call,0.27127538741692786,0.0004501471937691072,0.8799075907719263
81,42689129,2026-02-27 14:14:52.821584445+00:00,1,1,M,A,0,657.5,10,128,14592,1297810839,650.0,657.5,10,10,1,1,42689129,2026-03-20 13:30:00+00:00,6225.0,50,ESH6 C6225,42140878,OCAFPS,6862.375,648,653.75,0.05560562323091743,call,0.29972646851169815,0.00030182450848965616,0.9195064916349188
82,42689130,2026-02-27 14:14:59.693482487+00:00,1,1,M,A,0,75.75,15,128,14977,1297849953,75.0,75.75,30,82,3,9,42689130,2026-03-20 13:30:00+00:00,6925.0,50,ESH6 C6925,42140878,OCAFPS,6862.375,73,75.375,0.05560562323091743,call,0.16014835901552477,0.001498958916568832,0.4114363022825502
83,42689131,2026-02-27 14:14:59.547283959+00:00,1,1,A,B,0,9.0,21,128,14540,1297848534,8.1,8.5,139,116,6,6,42689131,2026-03-20 13:30:00+00:00,7125.0,50,ESH6 C7125,42140878,OCAFPS,6862.375,8,8.3,0.05560562323091743,call,0.11932933029885442,0.0008620512164316882,0.09312527913999923
84,42689132,2026-02-27 14:14:59.702310571+00:00,1,1,M,B,0,30.25,4,128,12908,1297850101,30.25,31.0,132,42,10,5,42689132,2026-03-20 13:30:00+00:00,7025.0,50,ESH6 C7025,42140878,OCAFPS,6862.375,30,30.625,0.05560562323091743,call,0.13695361243694812,0.0013970878395849567,0.23864078123702864
85,42689134,2026-02-27 14:14:59.619121807+00:00,1,1,A,A,0,26.0,4,128,13060,1297849073,25.5,26.0,67,85,5,8,42689134,2026-03-20 13:30:00+00:00,6375.0,50,ESH6 P6375,42140878,OPAFPS,6862.375,16,25.75,0.05560562323091743,put,0.2700939261464288,0.000449497189199685,-0.1170719923595296
86,42689135,2026-02-27 14:14:59.666267043+00:00,1,1,M,B,0,117.0,1,128,12573,1297849731,117.0,118.0,2,72,2,7,42689135,2026-03-20 13:30:00+00:00,6875.0,50,ESH6 P6875,42140878,OPAFPS,6862.375,85,117.5,0.05560562323091743,put,0.17228311481730121,0.0014275951465277078,-0.508896730103853
87,42723511,2026-02-27 14:14:59.446723261+00:00,1,1,M,B,0,465.0,5,128,14867,1297846949,465.0,467.5,5,5,1,1,42723511,2026-03-20 13:30:00+00:00,6425.0,50,ESH6 C6425,42140878,OCAFPS,6862.375,458,466.25,0.05560562323091743,call,0.26128487141695805,0.0005143645855931342,0.862488856744698
88,42723512,2026-02-27 14:14:59.446528293+00:00,1,1,C,N,0,138.0,1,128,16434,1297846243,137.0,138.5,61,79,7,10,42723512,2026-03-20 13:30:00+00:00,6825.0,50,ESH6 C6825,42140878,OCAFPS,6862.375,134,137.75,0.05560562323091743,call,0.1839326997330111,0.0013231011724797884,0.5575226901695839
89,42723513,2026-02-27 14:14:52.922750573+00:00,1,1,A,N,0,0.35,1,128,13480,1297811695,0.1,0.35,639,538,7,8,42723513,2026-03-20 13:30:00+00:00,7525.0,50,ESH6 C7525,42140878,OCAFPS,6862.375,0,0.22499999999999998,0.05560562323091743,call,0.14271374568857473,4.239928553535248e-05,0.0032356442859755043
90,42723578,2026-02-27 14:14:59.687538051+00:00,1,1,M,A,0,55.0,23,128,13158,1297849905,54.25,55.0,77,128,7,10,42723578,2026-03-20 13:30:00+00:00,6625.0,50,ESH6 P6625,42140878,OPAFPS,6862.375,36,54.625,0.05560562323091743,put,0.2257842808340675,0.0008601195032191204,-0.24527930681510982
91,42723579,2026-02-27 14:14:59.614537557+00:00,1,1,M,A,0,164.0,4,128,11586,1297848956,162.0,163.5,1,1,1,1,42723579,2026-03-20 13:30:00+00:00,6975.0,50,ESH6 P6975,42140878,OPAFPS,6862.375,123,162.75,0.05560562323091743,put,0.14827022319225985,0.0015008062309491868,-0.6715807939686445
92,42724143,2026-02-27 14:14:59.446528293+00:00,1,1,C,N,0,273.0,1,128,14895,1297846249,267.0,273.5,11,11,1,1,42724143,2026-03-20 13:30:00+00:00,7125.0,50,ESH6 P7125,42140878,OPAFPS,6862.375,223,270.25,0.05560562323091743,put,0.11882541206313411,0.0008591787339073802,-0.9057679176355063
93,42762467,2026-02-27 14:14:53.074936893+00:00,1,1,A,A,0,1.2,25,128,13197,1297814599,0.95,1.2,134,469,4,6,42762467,2026-03-20 13:30:00+00:00,7270.0,50,ESH6 C7270,42140878,OCAFPS,6862.375,1,1.075,0.05560562323091743,call,0.11397169032584412,0.0002216547041999424,0.016403962603463766
94,42762468,2026-02-27 14:14:59.446528293+00:00,1,1,C,N,0,425.0,1,128,14963,1297846250,412.5,425.5,5,5,1,1,42762468,2026-03-20 13:30:00+00:00,7280.0,50,ESH6 P7280,42140878,OPAFPS,6862.375,370,419.0,0.05560562323091743,put,0.13006542326794618,0.00030474498221890324,-0.9699906770314671
95,42764932,2026-02-27 14:14:59.446528293+00:00,1,1,C,N,0,335.0,1,128,14889,1297846241,332.5,335.0,6,6,1,1,42764932,2026-03-20 13:30:00+00:00,6575.0,50,ESH6 C6575,42140878,OCAFPS,6862.375,327,333.75,0.05560562323091743,call,0.23516078584203642,0.0007602043922019811,0.7862859142481429
96,42764933,2026-02-27 14:14:59.446636673+00:00,1,1,M,A,0,378.0,6,128,13261,1297846862,376.0,378.0,6,6,1,1,42764933,2026-03-20 13:30:00+00:00,6525.0,50,ESH6 C6525,42140878,OCAFPS,6862.375,370,377.0,0.05560562323091743,call,0.24406167402849907,0.0006694851133430111,0.8155157413505947
97,42764934,2026-02-27 14:14:59.707695889+00:00,1,1,M,B,0,19.2,15,128,12862,1297850159,19.2,19.6,78,104,5,8,42764934,2026-03-20 13:30:00+00:00,6275.0,50,ESH6 P6275,42140878,OPAFPS,6862.375,12,19.4,0.05560562323091743,put,0.28763095915333586,0.00034239847905976885,-0.08781879471634746
98,42764935,2026-02-27 14:14:59.497992695+00:00,1,1,A,B,0,29.5,1,128,12146,1297847981,29.5,30.0,160,1,8,1,42764935,2026-03-20 13:30:00+00:00,6425.0,50,ESH6 P6425,42140878,OPAFPS,6862.375,19,29.75,0.05560562323091743,put,0.2612168535196631,0.0005143455899824118,-0.13539707325248182
99,42764936,2026-02-27 14:14:59.619039943+00:00,1,1,A,A,0,40.5,1,128,13308,1297849064,40.0,40.5,58,2,5,2,42764936,2026-03-20 13:30:00+00:00,6525.0,50,ESH6 P6525,42140878,OPAFPS,6862.375,26,40.25,0.05560562323091743,put,0.2439017603472076,0.0006695873761529651,-0.18228213404761906
100,42764937,2026-02-27 14:14:59.618910405+00:00,1,1,A,A,0,74.25,3,128,16132,1297849047,73.5,74.25,73,6,7,4,42764937,2026-03-20 13:30:00+00:00,6725.0,50,ESH6 P6725,42140878,OPAFPS,6862.375,50,73.875,0.05560562323091743,put,0.2057085580870859,0.0010851125650593305,-0.3288827146048151
101,42764938,2026-02-27 14:14:59.446528293+00:00,1,1,C,N,0,432.5,1,128,14963,1297846250,396.5,433.0,121,121,1,1,42764938,2026-03-20 13:30:00+00:00,7275.0,50,ESH6 P7275,42140878,OPAFPS,6862.375,365,414.75,0.05560562323091743,put,0.13527980146399393,0.0003506270761180545,-0.9632125808534502
102,42764939,2026-02-27 14:14:59.446528293+00:00,1,1,C,N,0,682.0,1,128,14963,1297846250,646.0,682.5,120,120,1,1,42764939,2026-03-20 13:30:00+00:00,7525.0,50,ESH6 P7525,42140878,OPAFPS,6862.375,640,664.25,0.05560562323091743,put,0.19739536170655653,0.00018365240876638673,-0.9728232661319492
103,42804073,2026-02-27 14:14:53.312242919+00:00,1,1,M,B,0,602.5,10,128,15312,1297818002,602.5,610.0,10,10,1,1,42804073,2026-03-20 13:30:00+00:00,6275.0,50,ESH6 C6275,42140878,OCAFPS,6862.375,600,606.25,0.05560562323091743,call,0.2902556287960677,0.0003446564163692746,0.9082594407912987
104,42804074,2026-02-27 14:14:59.446528293+00:00,1,1,C,N,0,422.5,1,128,14889,1297846241,420.0,422.5,6,6,1,1,42804074,2026-03-20 13:30:00+00:00,6475.0,50,ESH6 C6475,42140878,OCAFPS,6862.375,414,421.25,0.05560562323091743,call,0.2528516998515783,0.0005876065240933272,0.840657996605282
105,42804075,2026-02-27 14:14:53.074936893+00:00,1,1,A,A,0,4.0,25,128,13197,1297814599,3.75,4.0,112,68,6,4,42804075,2026-03-20 13:30:00+00:00,7175.0,50,ESH6 C7175,42140878,OCAFPS,6862.375,4,3.875,0.05560562323091743,call,0.1143405645097942,0.0005618346454126098,0.050525004249341234
106,42804107,2026-02-27 14:14:59.619121807+00:00,1,1,A,A,0,22.5,4,128,13060,1297849073,22.0,22.5,225,55,9,6,42804107,2026-03-20 13:30:00+00:00,6325.0,50,ESH6 P6325,42140878,OPAFPS,6862.375,14,22.25,0.05560562323091743,put,0.2786156516829974,0.00039222020650860794,-0.10112318843356678
107,42804108,2026-02-27 14:14:59.619176487+00:00,1,1,A,A,0,35.0,4,128,14449,1297849078,34.25,35.0,170,198,8,11,42804108,2026-03-20 13:30:00+00:00,6475.0,50,ESH6 P6475,42140878,OPAFPS,6862.375,22,34.625,0.05560562323091743,put,0.2527330059288111,0.0005876205301597255,-0.15718006123484338
108,42804109,2026-02-27 14:14:59.446721617+00:00,1,1,M,A,0,194.5,5,128,15844,1297846945,192.0,194.5,5,5,1,1,42804109,2026-03-20 13:30:00+00:00,7025.0,50,ESH6 P7025,42140878,OPAFPS,6862.375,149,193.25,0.05560562323091743,put,0.1376198720097669,0.001393858614366396,-0.7581910701499731
109,42804110,2026-02-27 14:14:59.446528293+00:00,1,1,C,N,0,582.0,1,128,14963,1297846250,545.5,582.5,120,120,1,1,42804110,2026-03-20 13:30:00+00:00,7425.0,50,ESH6 P7425,42140878,OPAFPS,6862.375,514,564.0,0.05560562323091743,put,0.16869177227009458,0.00021321344499389183,-0.9730585023063462
110,42830779,2026-02-27 14:14:59.446528293+00:00,1,1,C,N,0,425.0,1,128,14963,1297846250,391.5,425.5,121,121,1,1,42830779,2026-03-20 13:30:00+00:00,7270.0,50,ESH6 P7270,42140878,OPAFPS,6862.375,360,408.5,0.05560562323091743,put,0.12219677930047723,0.0002790153389686693,-0.9745932140706833
111,42837006,2026-02-27 14:14:59.819499103+00:00,1,1,M,A,0,15.5,6,128,17180,1297850438,15.2,15.5,45,28,3,2,42837006,2026-03-20 13:30:00+00:00,6190.0,50,ESH6 P6190,42140878,OPAFPS,6862.375,10,15.35,0.05560562323091743,put,0.3024206565867986,0.0002714387724706435,-0.06907467942445138
112,42845853,2026-02-27 14:14:59.446528293+00:00,1,1,C,N,0,405.0,1,128,14963,1297846250,392.0,405.5,7,5,1,1,42845853,2026-03-20 13:30:00+00:00,7260.0,50,ESH6 P7260,42140878,OPAFPS,6862.375,349,398.75,0.05560562323091743,put,0.1221818733613835,0.0003063571725787786,-0.9718441153806627
113,42854868,2026-02-27 14:14:53.075137525+00:00,1,1,A,A,0,0.95,25,128,14530,1297814600,0.75,0.95,117,291,4,6,42854868,2026-03-20 13:30:00+00:00,7290.0,50,ESH6 C7290,42140878,OCAFPS,6862.375,1,0.85,0.05560562323091743,call,0.11480745095687363,0.00018257911476919343,0.013204277146676055
114,42857655,2026-02-27 14:14:53.074936893+00:00,1,1,A,A,0,1.65,25,128,13197,1297814599,1.4,1.65,299,490,8,9,42857655,2026-03-20 13:30:00+00:00,7240.0,50,ESH6 C7240,42140878,OCAFPS,6862.375,2,1.525,0.05560562323091743,call,0.11273782074368435,0.0002943385765455484,0.022611950119374526
115,42865916,2026-02-27 14:14:29.602284857+00:00,1,1,M,N,0,614.5,10,128,15107,1297686589,607.0,614.5,10,10,1,1,42865916,2026-03-20 13:30:00+00:00,6270.0,50,ESH6 C6270,42140878,OCAFPS,6862.375,606,610.75,0.05560562323091743,call,0.2903004160690377,0.0003393289194484227,0.9100984971894969
116,42865917,2026-02-27 14:14:59.446528293+00:00,1,1,C,N,0,501.5,1,128,13489,1297846240,495.0,502.0,11,11,1,1,42865917,2026-03-20 13:30:00+00:00,6390.0,50,ESH6 C6390,42140878,OCAFPS,6862.375,494,498.5,0.05560562323091743,call,0.268082897042584,0.00046841045798924565,0.8751302893019413
117,42865918,2026-02-27 14:14:59.678239129+00:00,1,1,M,A,0,57.5,3,128,11578,1297849863,56.75,57.5,65,41,6,7,42865918,2026-03-20 13:30:00+00:00,6640.0,50,ESH6 P6640,42140878,OPAFPS,6862.375,38,57.125,0.05560562323091743,put,0.22283428414001064,0.0008919815567601661,-0.25629197981895036
118,42865919,2026-02-27 14:14:59.618748729+00:00,1,1,A,A,0,141.0,4,128,13545,1297849024,139.0,141.0,27,27,4,4,42865919,2026-03-20 13:30:00+00:00,6930.0,50,ESH6 P6930,42140878,OPAFPS,6862.375,104,140.0,0.05560562323091743,put,0.1587174882827006,0.0015048885507205278,-0.5948868998368847
119,42865920,2026-02-27 14:14:59.446528293+00:00,1,1,C,N,0,192.0,1,128,14826,1297846248,186.0,192.5,13,13,1,1,42865920,2026-03-20 13:30:00+00:00,7020.0,50,ESH6 P7020,42140878,OPAFPS,6862.375,146,189.25,0.05560562323091743,put,0.13727461667230192,0.001417072935135523,-0.7518954568077577
120,42865921,2026-02-27 14:14:59.446747833+00:00,1,1,M,B,0,133.0,16,128,19871,1297846970,133.5,135.0,51,66,5,7,42865921,2026-03-20 13:30:00+00:00,6830.0,50,ESH6 C6830,42140878,OCAFPS,6862.375,130,134.25,0.05560562323091743,call,0.1826571178789505,0.0013353682943239341,0.5511065927086699
121,42865922,2026-02-27 14:14:59.889417261+00:00,1,1,M,B,0,169.0,1,128,14759,1297850520,169.0,170.5,3,46,3,6,42865922,2026-03-20 13:30:00+00:00,6780.0,50,ESH6 C6780,42140878,OCAFPS,6862.375,165,169.75,0.05560562323091743,call,0.19419757797113918,0.0012159084878672073,0.6115363355368915
122,42865923,2026-02-27 14:14:59.596381467+00:00,1,1,M,N,0,248.0,1,128,12446,1297848672,245.0,248.0,50,36,3,3,42865923,2026-03-20 13:30:00+00:00,6680.0,50,ESH6 C6680,42140878,OCAFPS,6862.375,242,246.5,0.05560562323091743,call,0.21500449737882063,0.0009800676410319927,0.7096467925281889
123,42865924,2026-02-27 14:14:59.619250269+00:00,1,1,A,B,0,13.5,6,128,13149,1297849087,13.5,13.9,45,42,5,4,42865924,2026-03-20 13:30:00+00:00,7090.0,50,ESH6 C7090,42140878,OCAFPS,6862.375,14,13.7,0.05560562323091743,call,0.12448287022591724,0.0010828418616640172,0.13604456099279927
124,42865925,2026-02-27 14:14:59.993384955+00:00,1,1,M,A,0,48.5,4,128,14806,1297850628,47.75,48.5,71,78,6,6,42865925,2026-03-20 13:30:00+00:00,6980.0,50,ESH6 C6980,42140878,OCAFPS,6862.375,47,48.125,0.05560562323091743,call,0.14709077057585448,0.0014958504510256805,0.3175793398941585
125,42865926,2026-02-27 14:14:55.150667053+00:00,1,1,M,A,0,5.0,25,128,12765,1297831905,4.75,5.0,91,64,5,4,42865926,2026-03-20 13:30:00+00:00,7160.0,50,ESH6 C7160,42140878,OCAFPS,6862.375,5,4.875,0.05560562323091743,call,0.11549612825759688,0.0006454975774695449,0.061014171167393
126,42865927,2026-02-27 14:14:59.686439147+00:00,1,1,M,A,0,96.25,7,128,12500,1297849904,95.25,96.25,57,35,6,6,42865927,2026-03-20 13:30:00+00:00,6810.0,50,ESH6 P6810,42140878,OPAFPS,6862.375,68,95.75,0.05560562323091743,put,0.18711561991070674,0.0012899009971439777,-0.42155470797531847
127,42865928,2026-02-27 14:14:59.446528293+00:00,1,1,C,N,0,228.0,1,128,14826,1297846248,222.0,228.5,11,11,1,1,42865928,2026-03-20 13:30:00+00:00,7070.0,50,ESH6 P7070,42140878,OPAFPS,6862.375,180,225.25,0.05560562323091743,put,0.12838162442350268,0.0011978356976915425,-0.8321261025771202
128,42868330,2026-02-27 14:14:59.992643269+00:00,1,1,M,A,0,53.0,4,128,13235,1297850626,52.25,53.0,52,69,3,5,42868330,2026-03-20 13:30:00+00:00,6970.0,50,ESH6 C6970,42140878,OCAFPS,6862.375,51,52.625,0.05560562323091743,call,0.14942745784932362,0.0015049116518016533,0.33508592389965014
129,42868331,2026-02-27 14:14:59.619133769+00:00,1,1,A,A,0,23.5,1,128,14751,1297849074,23.0,23.5,123,2,5,2,42868331,2026-03-20 13:30:00+00:00,6340.0,50,ESH6 P6340,42140878,OPAFPS,6862.375,14,23.25,0.05560562323091743,put,0.27609023656621867,0.00040865720353737927,-0.10567471910099518
130,42868332,2026-02-27 14:14:59.707753353+00:00,1,1,M,A,0,19.4,6,128,11454,1297850160,18.9,19.4,45,114,4,7,42868332,2026-03-20 13:30:00+00:00,6270.0,50,ESH6 P6270,42140878,OPAFPS,6862.375,12,19.15,0.05560562323091743,put,0.2885760300601749,0.0003378192825840953,-0.08662879615675166
131,42868333,2026-02-27 14:14:59.446528293+00:00,1,1,C,N,0,305.0,1,128,14895,1297846249,298.0,305.5,10,10,1,1,42868333,2026-03-20 13:30:00+00:00,7160.0,50,ESH6 P7160,42140878,OPAFPS,6862.375,254,301.75,0.05560562323091743,put,0.11478237380244175,0.0006397408921921987,-0.9381012637787488
132,42868334,2026-02-27 14:14:59.479859913+00:00,1,1,A,B,0,113.5,17,128,13273,1297847727,113.5,115.0,85,63,8,8,42868334,2026-03-20 13:30:00+00:00,6860.0,50,ESH6 C6860,42140878,OCAFPS,6862.375,111,114.25,0.05560562323091743,call,0.17553696742388936,0.001400976289371531,0.5105397842123979
133,42868335,2026-02-27 14:14:59.672891863+00:00,1,1,M,B,0,83.25,12,128,14170,1297849785,83.25,84.25,60,74,6,8,42868335,2026-03-20 13:30:00+00:00,6910.0,50,ESH6 C6910,42140878,OCAFPS,6862.375,81,83.75,0.05560562323091743,call,0.16369647986983638,0.001483862542243951,0.43559581260099667
134,42868336,2026-02-27 14:14:59.619039943+00:00,1,1,A,A,0,42.5,3,128,13308,1297849064,41.75,42.5,133,43,6,5,42868336,2026-03-20 13:30:00+00:00,6540.0,50,ESH6 P6540,42140878,OPAFPS,6862.375,27,42.125,0.05560562323091743,put,0.24123407770733604,0.000695917875525487,-0.19058591212984224
135,42868337,2026-02-27 14:14:59.619039943+00:00,1,1,A,A,0,40.0,3,128,13308,1297849064,39.25,40.0,132,44,6,5,42868337,2026-03-20 13:30:00+00:00,6520.0,50,ESH6 P6520,42140878,OPAFPS,6862.375,25,39.625,0.05560562323091743,put,0.2447412493617433,0.0006610168609193444,-0.17955311628857157
136,42868338,2026-02-27 14:14:59.598095149+00:00,1,1,M,A,0,96.0,27,128,16040,1297848698,95.0,96.0,48,57,5,7,42868338,2026-03-20 13:30:00+00:00,6890.0,50,ESH6 C6890,42140878,OCAFPS,6862.375,92,95.5,0.05560562323091743,call,0.16844118360978158,0.001455793187834195,0.4666462650652173
137,42868519,2026-02-27 14:14:59.619121807+00:00,1,1,A,A,0,25.0,4,128,13060,1297849073,24.25,25.0,178,158,6,8,42868519,2026-03-20 13:30:00+00:00,6360.0,50,ESH6 P6360,42140878,OPAFPS,6862.375,15,24.625,0.05560562323091743,put,0.2726037454985993,0.00043150737733865834,-0.11198692160118645
138,42868520,2026-02-27 14:14:59.446528293+00:00,1,1,C,N,0,336.5,1,128,14895,1297846249,304.5,337.0,126,126,1,1,42868520,2026-03-20 13:30:00+00:00,7180.0,50,ESH6 P7180,42140878,OPAFPS,6862.375,272,320.75,0.05560562323091743,put,0.11517203985852646,0.0005454127190410212,-0.9488202141272243
139,42868521,2026-02-27 14:14:52.780456569+00:00,1,1,M,N,0,653.0,10,128,14695,1297809675,645.5,653.0,10,10,1,1,42868521,2026-03-20 13:30:00+00:00,6230.0,50,ESH6 C6230,42140878,OCAFPS,6862.375,643,649.25,0.05560562323091743,call,0.29988659771854415,0.00030683628567171507,0.9177242302474131
140,42868522,2026-02-27 14:14:59.446528293+00:00,1,1,C,N,0,278.0,1,128,14895,1297846249,271.5,278.5,10,10,1,1,42868522,2026-03-20 13:30:00+00:00,7130.0,50,ESH6 P7130,42140878,OPAFPS,6862.375,228,275.0,0.05560562323091743,put,0.11955079561046457,0.0008351802942470645,-0.9084909061748004
141,42868523,2026-02-27 14:14:59.698690253+00:00,1,1,M,A,0,106.0,4,128,14814,1297850023,104.5,106.0,29,77,5,6,42868523,2026-03-20 13:30:00+00:00,6840.0,50,ESH6 P6840,42140878,OPAFPS,6862.375,75,105.25,0.05560562323091743,put,0.18047708394872583,0.0013566706437374806,-0.4600115888260095
142,42868524,2026-02-27 14:14:59.446528293+00:00,1,1,C,N,0,456.0,1,128,14889,1297846241,449.5,456.5,11,11,1,1,42868524,2026-03-20 13:30:00+00:00,6440.0,50,ESH6 C6440,42140878,OCAFPS,6862.375,448,453.0,0.05560562323091743,call,0.25967762139002376,0.0005356134883090175,0.8554843469334217
143,42868525,2026-02-27 14:14:52.784972103+00:00,1,1,M,B,0,569.5,11,128,14449,1297810173,569.5,577.0,11,11,1,1,42868525,2026-03-20 13:30:00+00:00,6310.0,50,ESH6 C6310,42140878,OCAFPS,6862.375,568,573.25,0.05560562323091743,call,0.28369475239792674,0.00037841470023914416,0.8992526800958999
144,42868526,2026-02-27 14:14:59.446528293+00:00,1,1,C,N,0,465.0,1,128,13489,1297846240,458.5,465.5,11,11,1,1,42868526,2026-03-20 13:30:00+00:00,6430.0,50,ESH6 C6430,42140878,OCAFPS,6862.375,457,462.0,0.05560562323091743,call,0.26124508312875067,0.0005215052663944496,0.859758386232998
145,42868948,2026-02-27 14:14:59.446528293+00:00,1,1,C,N,0,483.0,1,128,13489,1297846240,477.0,483.5,11,11,1,1,42868948,2026-03-20 13:30:00+00:00,6410.0,50,ESH6 C6410,42140878,OCAFPS,6862.375,474,480.25,0.05560562323091743,call,0.2648289963576336,0.000494374669003325,0.8675425469946344
146,42868949,2026-02-27 14:14:59.446528293+00:00,1,1,C,N,0,220.0,1,128,14826,1297846248,214.5,220.5,12,12,1,1,42868949,2026-03-20 13:30:00+00:00,7060.0,50,ESH6 P7060,42140878,OPAFPS,6862.375,174,217.5,0.05560562323091743,put,0.12977243578809863,0.0012502553550315938,-0.817558489510568
147,42869014,2026-02-27 14:14:59.446528293+00:00,1,1,C,N,0,331.0,1,128,14607,1297846242,328.0,331.0,3,2,1,1,42869014,2026-03-20 13:30:00+00:00,6580.0,50,ESH6 C6580,42140878,OCAFPS,6862.375,324,329.5,0.05560562323091743,call,0.23429153689262353,0.0007697152408236345,0.7830899303188563
148,42874357,2026-02-27 14:14:53.074936893+00:00,1,1,A,A,0,2.4,25,128,13197,1297814599,2.15,2.4,143,119,6,5,42874357,2026-03-20 13:30:00+00:00,7210.0,50,ESH6 C7210,42140878,OCAFPS,6862.375,2,2.275,0.05560562323091743,call,0.11257407301529496,0.0003960752002262586,0.03221803192197826
149,42874358,2026-02-27 14:14:53.074936893+00:00,1,1,A,A,0,2.1,25,128,13197,1297814599,1.9,2.1,139,112,6,5,42874358,2026-03-20 13:30:00+00:00,7220.0,50,ESH6 C7220,42140878,OCAFPS,6862.375,2,2.0,0.05560562323091743,call,0.11267906158698024,0.00036004195171118416,0.028746175577844854
150,42874359,2026-02-27 14:14:53.074936893+00:00,1,1,A,A,0,3.25,25,128,13197,1297814599,2.95,3.25,102,231,5,8,42874359,2026-03-20 13:30:00+00:00,7190.0,50,ESH6 C7190,42140878,OCAFPS,6862.375,3,3.1,0.05560562323091743,call,0.11356371494534645,0.0004866550878700804,0.041893059800224966
151,42874360,2026-02-27 14:14:59.992290275+00:00,1,1,M,B,0,81.75,4,128,14558,1297850621,81.75,82.75,61,92,6,8,42874360,2026-03-20 13:30:00+00:00,6760.0,50,ESH6 P6760,42140878,OPAFPS,6862.375,57,82.25,0.05560562323091743,put,0.19838283306503215,0.0011686340636213096,-0.36441172330296534
152,42874361,2026-02-27 14:14:59.618901267+00:00,1,1,A,A,0,87.75,1,128,13417,1297849045,86.75,87.75,58,22,7,3,42874361,2026-03-20 13:30:00+00:00,6780.0,50,ESH6 P6780,42140878,OPAFPS,6862.375,61,87.25,0.05560562323091743,put,0.1937215616792059,0.0012186892690505045,-0.3861822305060634
153,42874362,2026-02-27 14:14:52.779894413+00:00,1,1,M,N,0,549.0,11,128,14523,1297809471,542.0,549.0,11,11,1,1,42874362,2026-03-20 13:30:00+00:00,6340.0,50,ESH6 C6340,42140878,OCAFPS,6862.375,540,545.5,0.05560562323091743,call,0.2792741190779168,0.00041082325326590184,0.8897864235233437
154,42874363,2026-02-27 14:14:59.618991675+00:00,1,1,A,A,0,48.0,4,128,11762,1297849057,47.25,48.0,60,40,4,5,42874363,2026-03-20 13:30:00+00:00,6580.0,50,ESH6 P6580,42140878,OPAFPS,6862.375,31,47.625,0.05560562323091743,put,0.23412132297613714,0.000769951292547356,-0.21469930333353593
155,42874364,2026-02-27 14:14:59.819499103+00:00,1,1,M,A,0,16.4,6,128,17180,1297850438,16.0,16.4,197,29,5,3,42874364,2026-03-20 13:30:00+00:00,6210.0,50,ESH6 P6210,42140878,OPAFPS,6862.375,10,16.2,0.05560562323091743,put,0.29889966904799536,0.0002866353831537453,-0.07303095855171952
