,instrument_id,ts_event,rtype,publisher_id,action,side,depth,price,size,flags,ts_in_delta,sequence,bid_px_00,ask_px_00,bid_sz_00,ask_sz_00,bid_ct_00,ask_ct_00,symbol_x,expiration,strike_price,contract_multiplier,symbol_y,underlying_id,cfi,underlying_price,open_interest,mid_price,T,option_type,implied_vol,gamma,delta
156,42874365,2026-02-27 14:14:59.619176487+00:00,1,1,A,A,0,34.5,4,128,14449,1297849078,33.75,34.5,154,47,6,5,42874365,2026-03-20 13:30:00+00:00,6470.0,50,ESH6 P6470,42140878,OPAFPS,6862.375,22,34.125,0.05560562323091743,put,0.2536470132763399,0.0005799088342244736,-0.1549055407149266
157,42874366,2026-02-27 14:14:59.698690253+00:00,1,1,M,B,0,221.5,4,128,14814,1297850023,221.5,223.5,47,2,5,2,42874366,2026-03-20 13:30:00+00:00,6710.0,50,ESH6 C6710,42140878,OCAFPS,6862.375,218,222.5,0.05560562323091743,call,0.20856293538070295,0.001050684173308278,0.6833921441025038
158,42874367,2026-02-27 14:14:59.619133769+00:00,1,1,A,A,0,23.0,4,128,14751,1297849074,22.25,23.0,189,180,7,9,42874367,2026-03-20 13:30:00+00:00,6330.0,50,ESH6 P6330,42140878,OPAFPS,6862.375,14,22.625,0.05560562323091743,put,0.2779365226344126,0.0003977490259043444,-0.10274248065976721
159,42874368,2026-02-27 14:14:59.446528293+00:00,1,1,C,N,0,411.0,1,128,14889,1297846241,405.0,411.5,11,11,1,1,42874368,2026-03-20 13:30:00+00:00,6490.0,50,ESH6 C6490,42140878,OCAFPS,6862.375,402,408.25,0.05560562323091743,call,0.2511478413372739,0.000610994447255823,0.8326765702322332
160,42874369,2026-02-27 14:14:59.640655173+00:00,1,1,M,A,0,77.75,6,128,14315,1297849341,76.75,77.75,73,38,7,6,42874369,2026-03-20 13:30:00+00:00,6740.0,50,ESH6 P6740,42140878,OPAFPS,6862.375,53,77.25,0.05560562323091743,put,0.20242966970179935,0.00112156003801329,-0.34356895835356455
161,42874370,2026-02-27 14:14:59.446528293+00:00,1,1,C,N,0,269.0,1,128,14895,1297846249,262.5,269.5,11,11,1,1,42874370,2026-03-20 13:30:00+00:00,7120.0,50,ESH6 P7120,42140878,OPAFPS,6862.375,219,266.0,0.05560562323091743,put,0.11987246175554883,0.0008935140015920821,-0.8995622444599355
162,42874371,2026-02-27 14:14:59.446528293+00:00,1,1,C,N,0,185.0,1,128,16434,1297846243,183.5,185.0,39,3,5,3,42874371,2026-03-20 13:30:00+00:00,6760.0,50,ESH6 C6760,42140878,OCAFPS,6862.375,180,184.25,0.05560562323091743,call,0.19811170025404376,0.001170068872877767,0.6336859495990135
163,42874372,2026-02-27 14:14:59.698690253+00:00,1,1,M,B,0,206.0,4,128,14814,1297850023,206.0,208.0,53,2,5,2,42874372,2026-03-20 13:30:00+00:00,6730.0,50,ESH6 C6730,42140878,OCAFPS,6862.375,202,207.0,0.05560562323091743,call,0.20447580855482653,0.0010978616648094892,0.6643361565983821
164,42874373,2026-02-27 14:14:59.618961053+00:00,1,1,A,A,0,120.0,4,128,12836,1297849053,118.5,120.0,26,60,4,5,42874373,2026-03-20 13:30:00+00:00,6880.0,50,ESH6 P6880,42140878,OPAFPS,6862.375,86,119.25,0.05560562323091743,put,0.17089565030096554,0.0014382712478079032,-0.5162859982900684
165,42874374,2026-02-27 14:14:59.446528293+00:00,1,1,C,N,0,420.0,1,128,14889,1297846241,413.5,420.5,11,11,1,1,42874374,2026-03-20 13:30:00+00:00,6480.0,50,ESH6 C6480,42140878,OCAFPS,6862.375,410,417.0,0.05560562323091743,call,0.2525246656985616,0.0005953044622255561,0.8378188873470174
166,42874375,2026-02-27 14:14:52.783583753+00:00,1,1,M,A,0,521.0,11,128,14505,1297810097,513.5,521.0,11,11,1,1,42874375,2026-03-20 13:30:00+00:00,6370.0,50,ESH6 C6370,42140878,OCAFPS,6862.375,512,517.25,0.05560562323091743,call,0.27257091921819604,0.0004443603040787181,0.8812628244346129
167,42874376,2026-02-27 14:14:53.306705869+00:00,1,1,M,B,0,560.5,11,128,16140,1297817988,560.5,567.5,11,11,1,1,42874376,2026-03-20 13:30:00+00:00,6320.0,50,ESH6 C6320,42140878,OCAFPS,6862.375,558,564.0,0.05560562323091743,call,0.28230442618343127,0.0003890218890375906,0.8961295928737941
168,42874377,2026-02-27 14:14:59.597126413+00:00,1,1,M,A,0,280.5,38,128,16421,1297848687,277.5,280.5,41,40,2,2,42874377,2026-03-20 13:30:00+00:00,6640.0,50,ESH6 C6640,42140878,OCAFPS,6862.375,274,279.0,0.05560562323091743,call,0.22275175034819017,0.000892182328873963,0.7417243032736607
169,42874378,2026-02-27 14:14:59.446528293+00:00,1,1,C,N,0,348.0,1,128,14889,1297846241,345.0,348.5,3,2,1,1,42874378,2026-03-20 13:30:00+00:00,6560.0,50,ESH6 C6560,42140878,OCAFPS,6862.375,340,346.75,0.05560562323091743,call,0.2381518856131064,0.0007317332214488441,0.7952364065290966
170,42874379,2026-02-27 14:14:59.992643269+00:00,1,1,M,A,0,73.0,4,128,13235,1297850626,72.25,73.0,36,34,3,6,42874379,2026-03-20 13:30:00+00:00,6930.0,50,ESH6 C6930,42140878,OCAFPS,6862.375,70,72.625,0.05560562323091743,call,0.15889496932503408,0.0015033222497508058,0.4031790153447968
171,42886163,2026-02-27 14:14:53.074936893+00:00,1,1,A,A,0,1.85,25,128,13197,1297814599,1.65,1.85,110,128,5,6,42886163,2026-03-20 13:30:00+00:00,7230.0,50,ESH6 C7230,42140878,OCAFPS,6862.375,2,1.75,0.05560562323091743,call,0.1127282517079604,0.00032610139771539136,0.02554284855775917
172,42886213,2026-02-27 14:14:59.618975203+00:00,1,1,A,A,0,102.5,4,128,12955,1297849055,101.5,102.5,21,61,2,7,42886213,2026-03-20 13:30:00+00:00,6830.0,50,ESH6 P6830,42140878,OPAFPS,6862.375,72,102.0,0.05560562323091743,put,0.18274864534695245,0.001334707236584269,-0.4468555585983222
173,42886214,2026-02-27 14:14:59.749595671+00:00,1,1,M,N,0,63.0,22,128,19959,1297850288,62.25,63.0,70,122,5,10,42886214,2026-03-20 13:30:00+00:00,6670.0,50,ESH6 P6670,42140878,OPAFPS,6862.375,42,62.625,0.05560562323091743,put,0.21708767957226607,0.0009572766179737782,-0.28003057695776534
174,42886215,2026-02-27 14:14:59.749595671+00:00,1,1,M,A,0,30.75,30,128,19959,1297850288,29.75,30.75,201,245,10,10,42886215,2026-03-20 13:30:00+00:00,6430.0,50,ESH6 P6430,42140878,OPAFPS,6862.375,19,30.25,0.05560562323091743,put,0.2605048760339667,0.0005213303409846489,-0.13754480220249723
175,42886216,2026-02-27 14:14:59.648965987+00:00,1,1,M,A,0,29.0,4,128,13847,1297849528,28.0,29.0,210,225,8,9,42886216,2026-03-20 13:30:00+00:00,6410.0,50,ESH6 P6410,42140878,OPAFPS,6862.375,18,28.5,0.05560562323091743,put,0.26393826647365826,0.0004940491157690194,-0.1296451657958254
176,42886217,2026-02-27 14:14:30.051379433+00:00,1,1,M,N,0,558.0,11,128,12844,1297690234,551.0,558.0,11,11,1,1,42886217,2026-03-20 13:30:00+00:00,6330.0,50,ESH6 C6330,42140878,OCAFPS,6862.375,549,554.5,0.05560562323091743,call,0.2799777744267128,0.00039922448069807233,0.893629616379791
177,42886218,2026-02-27 14:14:59.992643269+00:00,1,1,M,B,0,21.75,4,128,13235,1297850626,21.75,22.25,48,29,4,5,42886218,2026-03-20 13:30:00+00:00,6320.0,50,ESH6 P6320,42140878,OPAFPS,6862.375,14,22.0,0.05560562323091743,put,0.2797138878333918,0.0003870801117006747,-0.0998477358308574
178,42886219,2026-02-27 14:14:59.698690253+00:00,1,1,M,A,0,19.9,6,128,14814,1297850023,19.4,19.9,137,26,6,5,42886219,2026-03-20 13:30:00+00:00,6280.0,50,ESH6 P6280,42140878,OPAFPS,6862.375,12,19.65,0.05560562323091743,put,0.286670989212361,0.00034702934217152793,-0.08901658242247391
179,42886220,2026-02-27 14:14:59.619059315+00:00,1,1,A,A,0,64.75,2,128,14565,1297849066,64.0,64.75,60,3,5,2,42886220,2026-03-20 13:30:00+00:00,6680.0,50,ESH6 P6680,42140878,OPAFPS,6862.375,43,64.375,0.05560562323091743,put,0.21477822770624577,0.0009808089633287426,-0.28811618778284087
180,42886221,2026-02-27 14:14:59.642580947+00:00,1,1,M,A,0,73.25,4,128,13173,1297849380,72.25,73.25,60,76,6,7,42886221,2026-03-20 13:30:00+00:00,6720.0,50,ESH6 P6720,42140878,OPAFPS,6862.375,50,72.75,0.05560562323091743,put,0.20673104384941893,0.0010733266199695105,-0.32408711182484345
181,42886222,2026-02-27 14:14:59.709433895+00:00,1,1,M,A,0,75.5,19,128,13133,1297850175,74.5,75.5,63,95,6,8,42886222,2026-03-20 13:30:00+00:00,6730.0,50,ESH6 P6730,42140878,OPAFPS,6862.375,51,75.0,0.05560562323091743,put,0.20465089682866985,0.0010970749454654993,-0.3337266103535236
182,42886223,2026-02-27 14:14:59.992402339+00:00,1,1,M,B,0,164.5,4,128,12728,1297850623,164.5,166.5,13,13,2,2,42886223,2026-03-20 13:30:00+00:00,6980.0,50,ESH6 P6980,42140878,OPAFPS,6862.375,125,165.5,0.05560562323091743,put,0.14707645807988864,0.001495961107659297,-0.6803829448166968
183,42886224,2026-02-27 14:14:59.487841827+00:00,1,1,M,B,0,147.0,4,128,11119,1297847826,147.5,149.0,27,66,3,7,42886224,2026-03-20 13:30:00+00:00,6810.0,50,ESH6 C6810,42140878,OCAFPS,6862.375,144,148.25,0.05560562323091743,call,0.18748370554409605,0.0012874434391348785,0.5762737998671701
184,42886225,2026-02-27 14:14:59.572842803+00:00,1,1,M,A,0,177.5,1,128,16363,1297848621,176.0,177.5,41,3,5,3,42886225,2026-03-20 13:30:00+00:00,6770.0,50,ESH6 C6770,42140878,OCAFPS,6862.375,172,176.75,0.05560562323091743,call,0.19582778177746013,0.0011949401327980608,0.6229335892273833
185,42886226,2026-02-27 14:14:59.596381467+00:00,1,1,M,N,0,256.0,1,128,12446,1297848672,253.0,256.0,48,37,4,4,42886226,2026-03-20 13:30:00+00:00,6670.0,50,ESH6 C6670,42140878,OCAFPS,6862.375,250,254.5,0.05560562323091743,call,0.21689541260201345,0.0009578636386787698,0.7180720622081663
186,42886227,2026-02-27 14:14:59.618848411+00:00,1,1,A,A,0,90.5,4,128,13321,1297849038,89.5,90.5,56,29,6,5,42886227,2026-03-20 13:30:00+00:00,6790.0,50,ESH6 P6790,42140878,OPAFPS,6862.375,63,90.0,0.05560562323091743,put,0.19155624459483783,0.001242537347206225,-0.39765077491338024
187,42886228,2026-02-27 14:14:59.446528293+00:00,1,1,C,N,0,474.0,1,128,13489,1297846240,468.0,474.5,11,11,1,1,42886228,2026-03-20 13:30:00+00:00,6420.0,50,ESH6 C6420,42140878,OCAFPS,6862.375,466,471.25,0.05560562323091743,call,0.26343433942456307,0.0005078883339357836,0.8633708115046318
188,42886229,2026-02-27 14:14:59.446528293+00:00,1,1,C,N,0,322.0,1,128,14607,1297846242,319.5,322.5,3,2,1,1,42886229,2026-03-20 13:30:00+00:00,6590.0,50,ESH6 C6590,42140878,OCAFPS,6862.375,315,321.0,0.05560562323091743,call,0.2324719261810282,0.0007890955760336423,0.7766251111886779
189,42886230,2026-02-27 14:14:59.675597971+00:00,1,1,M,A,0,67.75,4,128,14417,1297849826,67.0,67.75,29,71,2,7,42886230,2026-03-20 13:30:00+00:00,6940.0,50,ESH6 C6940,42140878,OCAFPS,6862.375,65,67.375,0.05560562323091743,call,0.15657479752093872,0.001508257889930891,0.3865704757746256
190,42886231,2026-02-27 14:14:59.626965699+00:00,1,1,M,B,0,10.2,5,128,12996,1297849192,10.2,10.5,26,51,3,4,42886231,2026-03-20 13:30:00+00:00,7110.0,50,ESH6 C7110,42140878,OCAFPS,6862.375,10,10.35,0.05560562323091743,call,0.12142156231395017,0.0009582833371411468,0.11029573386062624
191,42886232,2026-02-27 14:14:59.547981525+00:00,1,1,A,B,0,9.6,21,128,19174,1297848567,8.8,9.2,43,52,3,4,42886232,2026-03-20 13:30:00+00:00,7120.0,50,ESH6 C7120,42140878,OCAFPS,6862.375,9,9.0,0.05560562323091743,call,0.1202121612753301,0.0008952726934806511,0.09902952567283234
192,42887172,2026-02-27 14:14:58.609893191+00:00,1,1,M,A,0,4.35,29,128,14736,1297842469,4.05,4.35,81,125,5,7,42887172,2026-03-20 13:30:00+00:00,7170.0,50,ESH6 C7170,42140878,OCAFPS,6862.375,4,4.199999999999999,0.05560562323091743,call,0.1147917180863853,0.0005897394168275103,0.05397257999253163
193,42887173,2026-02-27 14:14:59.619311091+00:00,1,1,A,A,0,18.8,6,128,14643,1297849093,18.4,18.8,37,26,3,5,42887173,2026-03-20 13:30:00+00:00,6260.0,50,ESH6 P6260,42140878,OPAFPS,6862.375,11,18.6,0.05560562323091743,put,0.29022063029360323,0.00032862919850563867,-0.08413220641003871
194,42887174,2026-02-27 14:14:59.645871537+00:00,1,1,M,A,0,85.25,4,128,14147,1297849454,84.25,85.25,50,68,4,7,42887174,2026-03-20 13:30:00+00:00,6770.0,50,ESH6 P6770,42140878,OPAFPS,6862.375,59,84.75,0.05560562323091743,put,0.19612990838513056,0.0011932566086859302,-0.3751688320691833
195,42887175,2026-02-27 14:14:59.446528293+00:00,1,1,C,N,0,205.5,1,128,14826,1297846248,199.5,206.0,12,12,1,1,42887175,2026-03-20 13:30:00+00:00,7040.0,50,ESH6 P7040,42140878,OPAFPS,6862.375,160,202.75,0.05560562323091743,put,0.1330378442253314,0.0013440546747782434,-0.7862051609999984
196,42887176,2026-02-27 14:14:59.618724883+00:00,1,1,A,A,0,136.5,4,128,13386,1297849020,134.5,136.5,27,27,4,4,42887176,2026-03-20 13:30:00+00:00,6920.0,50,ESH6 P6920,42140878,OPAFPS,6862.375,100,135.5,0.05560562323091743,put,0.1611239484210517,0.0014963789591499238,-0.5784954985960248
197,42887177,2026-02-27 14:14:59.446528293+00:00,1,1,C,N,0,391.5,1,128,14889,1297846241,388.5,392.0,3,2,1,1,42887177,2026-03-20 13:30:00+00:00,6510.0,50,ESH6 C6510,42140878,OCAFPS,6862.375,384,390.25,0.05560562323091743,call,0.24688323088390596,0.0006439096516164781,0.8233027391975063
198,42887178,2026-02-27 14:14:59.618983517+00:00,1,1,A,A,0,45.25,4,128,14402,1297849056,44.25,45.25,139,123,7,8,42887178,2026-03-20 13:30:00+00:00,6560.0,50,ESH6 P6560,42140878,OPAFPS,6862.375,29,44.75,0.05560562323091743,put,0.2376113728614489,0.000732324410461292,-0.20221189740268541
199,42887179,2026-02-27 14:14:59.619146057+00:00,1,1,A,A,0,27.25,4,128,13194,1297849075,26.5,27.25,188,144,7,6,42887179,2026-03-20 13:30:00+00:00,6390.0,50,ESH6 P6390,42140878,OPAFPS,6862.375,17,26.875,0.05560562323091743,put,0.26741012770982,0.0004680869012333344,-0.12225467100205345
200,42887180,2026-02-27 14:14:59.619300687+00:00,1,1,A,A,0,17.8,6,128,12934,1297849092,17.4,17.8,43,45,3,5,42887180,2026-03-20 13:30:00+00:00,6240.0,50,ESH6 P6240,42140878,OPAFPS,6862.375,11,17.6,0.05560562323091743,put,0.2937135660233935,0.0003111584251471846,-0.07950100034138646
201,42887181,2026-02-27 14:14:29.602284857+00:00,1,1,M,N,0,605.0,10,128,15107,1297686589,597.5,605.0,10,10,1,1,42887181,2026-03-20 13:30:00+00:00,6280.0,50,ESH6 C6280,42140878,OCAFPS,6862.375,596,601.25,0.05560562323091743,call,0.2882829511003052,0.0003484142946852448,0.9077722640204179
202,42887182,2026-02-27 14:14:57.987012025+00:00,1,1,M,A,0,3.75,31,128,10508,1297840915,3.45,3.75,96,230,5,8,42887182,2026-03-20 13:30:00+00:00,7180.0,50,ESH6 C7180,42140878,OCAFPS,6862.375,4,3.6,0.05560562323091743,call,0.11407657995887718,0.0005361000232600016,0.0475068694545504
203,42887183,2026-02-27 14:14:59.446528293+00:00,1,1,C,N,0,346.5,1,128,14895,1297846249,314.5,347.0,125,125,1,1,42887183,2026-03-20 13:30:00+00:00,7190.0,50,ESH6 P7190,42140878,OPAFPS,6862.375,281,330.75,0.05560562323091743,put,0.11811308039302222,0.000524708394713141,-0.9496421495516543
204,42887184,2026-02-27 14:14:30.051687985+00:00,1,1,M,N,0,643.0,10,128,13302,1297690243,635.5,643.0,10,10,1,1,42887184,2026-03-20 13:30:00+00:00,6240.0,50,ESH6 C6240,42140878,OCAFPS,6862.375,634,639.25,0.05560562323091743,call,0.29601228082789144,0.0003132723097783513,0.916896043341952
205,42887185,2026-02-27 14:14:59.446528293+00:00,1,1,C,N,0,438.0,1,128,14889,1297846241,431.5,438.5,11,11,1,1,42887185,2026-03-20 13:30:00+00:00,6460.0,50,ESH6 C6460,42140878,OCAFPS,6862.375,430,435.0,0.05560562323091743,call,0.2562736935266578,0.0005647603417603437,0.846773612173202
206,42887186,2026-02-27 14:14:59.446528293+00:00,1,1,C,N,0,429.0,1,128,14889,1297846241,422.5,429.5,11,11,1,1,42887186,2026-03-20 13:30:00+00:00,6470.0,50,ESH6 C6470,42140878,OCAFPS,6862.375,421,426.0,0.05560562323091743,call,0.2544414143489211,0.0005798454982696981,0.8423288531522878
207,42887187,2026-02-27 14:14:59.446528293+00:00,1,1,C,N,0,243.5,1,128,14826,1297846248,237.5,244.0,11,11,1,1,42887187,2026-03-20 13:30:00+00:00,7090.0,50,ESH6 P7090,42140878,OPAFPS,6862.375,194,240.75,0.05560562323091743,put,0.12417880752567399,0.0010822101953953704,-0.8625007949528102
208,42887188,2026-02-27 14:14:59.480076363+00:00,1,1,A,B,0,127.0,16,128,15435,1297847738,127.0,128.0,42,48,3,6,42887188,2026-03-20 13:30:00+00:00,6840.0,50,ESH6 C6840,42140878,OCAFPS,6862.375,124,127.5,0.05560562323091743,call,0.1803538488948481,0.0013575926062729142,0.5379481368127415
209,42887189,2026-02-27 14:14:59.640655173+00:00,1,1,M,B,0,35.75,3,128,14315,1297849341,35.75,36.5,11,104,3,9,42887189,2026-03-20 13:30:00+00:00,7010.0,50,ESH6 C7010,42140878,OCAFPS,6862.375,35,36.125,0.05560562323091743,call,0.14059015205716807,0.0014390872723544278,0.26529707287943477
210,42887190,2026-02-27 14:14:59.659827113+00:00,1,1,M,A,0,78.5,5,128,14365,1297849685,77.75,78.5,31,62,2,7,42887190,2026-03-20 13:30:00+00:00,6920.0,50,ESH6 C6920,42140878,OCAFPS,6862.375,75,78.125,0.05560562323091743,call,0.16133232716954285,0.0014945389629880273,0.41956970684842027
211,42887191,2026-02-27 14:14:59.618961053+00:00,1,1,A,A,0,116.0,4,128,12836,1297849053,115.0,116.0,22,26,3,4,42887191,2026-03-20 13:30:00+00:00,6870.0,50,ESH6 P6870,42140878,OPAFPS,6862.375,83,115.5,0.05560562323091743,put,0.17322606472452903,0.0014202329115417924,-0.5016645601761925
212,42887192,2026-02-27 14:14:59.446528293+00:00,1,1,C,N,0,374.0,1,128,14889,1297846241,371.0,374.5,3,2,1,1,42887192,2026-03-20 13:30:00+00:00,6530.0,50,ESH6 C6530,42140878,OCAFPS,6862.375,366,372.75,0.05560562323091743,call,0.2434612140553856,0.0006779609224253267,0.8125252804084209
213,42887193,2026-02-27 14:14:52.956195357+00:00,1,1,M,B,0,523.0,11,128,13084,1297813042,523.0,530.0,11,11,1,1,42887193,2026-03-20 13:30:00+00:00,6360.0,50,ESH6 C6360,42140878,OCAFPS,6862.375,521,526.5,0.05560562323091743,call,0.27432501524622493,0.00043256499818279643,0.8845778367953764
214,42887316,2026-02-27 14:14:59.992402339+00:00,1,1,M,B,0,159.0,4,128,12728,1297850623,159.0,161.0,15,15,2,2,42887316,2026-03-20 13:30:00+00:00,6970.0,50,ESH6 P6970,42140878,OPAFPS,6862.375,120,160.0,0.05560562323091743,put,0.14937854944104964,0.0015053083844660945,-0.6629134978996787
215,42892042,2026-02-27 14:14:59.446528293+00:00,1,1,C,N,0,383.0,1,128,14889,1297846241,380.0,383.0,3,2,1,1,42892042,2026-03-20 13:30:00+00:00,6520.0,50,ESH6 C6520,42140878,OCAFPS,6862.375,375,381.5,0.05560562323091743,call,0.24522167796813082,0.0006607369757119157,0.817951249535646
216,42892047,2026-02-27 14:14:59.667294085+00:00,1,1,M,B,0,57.0,7,128,14126,1297849735,57.0,57.75,36,79,3,7,42892047,2026-03-20 13:30:00+00:00,6960.0,50,ESH6 C6960,42140878,OCAFPS,6862.375,56,57.375,0.05560562323091743,call,0.1518515344989467,0.0015092744375984955,0.3525142556870327
217,42892049,2026-02-27 14:14:59.619185183+00:00,1,1,A,A,0,31.5,4,128,11910,1297849079,30.75,31.5,174,46,7,5,42892049,2026-03-20 13:30:00+00:00,6440.0,50,ESH6 P6440,42140878,OPAFPS,6862.375,20,31.125,0.05560562323091743,put,0.25866480360135535,0.0005354470974589025,-0.14157485498827213
218,42892056,2026-02-27 14:14:59.619228651+00:00,1,1,A,A,0,29.75,4,128,13827,1297849085,29.0,29.75,158,139,6,6,42892056,2026-03-20 13:30:00+00:00,6420.0,50,ESH6 P6420,42140878,OPAFPS,6862.375,18,29.375,0.05560562323091743,put,0.26226335127907047,0.000507538102460963,-0.1335694093477756
219,42892063,2026-02-27 14:14:59.618983517+00:00,1,1,A,A,0,49.5,4,128,14402,1297849056,48.75,49.5,60,110,4,8,42892063,2026-03-20 13:30:00+00:00,6590.0,50,ESH6 P6590,42140878,OPAFPS,6862.375,32,49.125,0.05560562323091743,put,0.23234739654178255,0.0007892878231334489,-0.22120642783360767
220,42892067,2026-02-27 14:14:59.446528293+00:00,1,1,C,N,0,368.5,1,128,14895,1297846249,333.5,369.0,124,124,1,1,42892067,2026-03-20 13:30:00+00:00,7210.0,50,ESH6 P7210,42140878,OPAFPS,6862.375,302,351.25,0.05560562323091743,put,0.1270124596377344,0.0005089909757448151,-0.9470166413106667
221,42894570,2026-02-27 14:14:59.897867213+00:00,1,1,M,A,0,56.5,3,128,13014,1297850533,55.0,55.75,69,10,6,4,42894570,2026-03-20 13:30:00+00:00,6630.0,50,ESH6 P6630,42140878,OPAFPS,6862.375,36,55.375,0.05560562323091743,put,0.22466691115438223,0.000870958723043946,-0.24877569064744537
222,42894571,2026-02-27 14:14:59.889417261+00:00,1,1,M,A,0,46.5,1,128,14759,1297850520,45.75,46.5,121,4,6,3,42894571,2026-03-20 13:30:00+00:00,6570.0,50,ESH6 P6570,42140878,OPAFPS,6862.375,30,46.125,0.05560562323091743,put,0.23578515656636218,0.0007510755641912148,-0.2082861945876353
223,42894572,2026-02-27 14:14:59.819499103+00:00,1,1,M,A,0,61.0,1,128,17180,1297850438,60.25,61.0,61,4,5,3,42894572,2026-03-20 13:30:00+00:00,6660.0,50,ESH6 P6660,42140878,OPAFPS,6862.375,40,60.625,0.05560562323091743,put,0.21881424011321293,0.0009357921607209539,-0.27171861634831607
224,42894573,2026-02-27 14:14:59.446528293+00:00,1,1,C,N,0,235.5,1,128,14826,1297846248,229.5,236.0,11,11,1,1,42894573,2026-03-20 13:30:00+00:00,7080.0,50,ESH6 P7080,42140878,OPAFPS,6862.375,187,232.75,0.05560562323091743,put,0.1258817060981949,0.0011416818181077672,-0.848364984613769
225,42894574,2026-02-27 14:14:59.652134895+00:00,1,1,M,A,0,146.0,4,128,12614,1297849594,143.5,146.0,24,26,3,4,42894574,2026-03-20 13:30:00+00:00,6940.0,50,ESH6 P6940,42140878,OPAFPS,6862.375,108,144.75,0.05560562323091743,put,0.15642851241886127,0.0015095377423956862,-0.6114896894286662
226,42894575,2026-02-27 14:14:59.619176487+00:00,1,1,A,A,0,36.5,3,128,14449,1297849078,35.75,36.5,162,4,7,2,42894575,2026-03-20 13:30:00+00:00,6490.0,50,ESH6 P6490,42140878,OPAFPS,6862.375,23,36.125,0.05560562323091743,put,0.24986240852121644,0.0006113357728413882,-0.1641049890158698
227,42894576,2026-02-27 14:14:59.619176487+00:00,1,1,A,A,0,35.5,3,128,14449,1297849078,34.75,35.5,145,46,6,5,42894576,2026-03-20 13:30:00+00:00,6480.0,50,ESH6 P6480,42140878,OPAFPS,6862.375,22,35.125,0.05560562323091743,put,0.25179743336219496,0.0005954267076647277,-0.15947109694809705
228,42894577,2026-02-27 14:14:59.447713365+00:00,1,1,M,B,0,140.0,4,128,11563,1297847132,140.5,142.0,27,63,3,7,42894577,2026-03-20 13:30:00+00:00,6820.0,50,ESH6 C6820,42140878,OCAFPS,6862.375,137,141.25,0.05560562323091743,call,0.18516191274083277,0.0013110294629284627,0.5638527856922594
229,42894578,2026-02-27 14:14:59.642580947+00:00,1,1,M,B,0,198.5,4,128,13173,1297849380,198.5,200.5,43,42,5,5,42894578,2026-03-20 13:30:00+00:00,6740.0,50,ESH6 C6740,42140878,OCAFPS,6862.375,194,199.5,0.05560562323091743,call,0.20264245937762274,0.001120548739904298,0.6542395317012089
230,42894579,2026-02-27 14:14:59.637697171+00:00,1,1,M,B,0,28.5,4,128,12112,1297849303,28.75,29.5,7,139,2,10,42894579,2026-03-20 13:30:00+00:00,7030.0,50,ESH6 C7030,42140878,OCAFPS,6862.375,28,29.125,0.05560562323091743,call,0.13619650605233385,0.001378446600992597,0.2305818952840344
231,42894580,2026-02-27 14:14:59.646547197+00:00,1,1,M,A,0,124.0,1,128,11416,1297849468,122.5,124.0,25,65,4,5,42894580,2026-03-20 13:30:00+00:00,6890.0,50,ESH6 P6890,42140878,OPAFPS,6862.375,90,123.25,0.05560562323091743,put,0.1687242712438408,0.0014533746018510218,-0.5312178569068972
232,42894584,2026-02-27 14:14:59.618942007+00:00,1,1,A,A,0,99.25,4,128,13188,1297849051,98.25,99.25,23,28,3,5,42894584,2026-03-20 13:30:00+00:00,6820.0,50,ESH6 P6820,42140878,OPAFPS,6862.375,70,98.75,0.05560562323091743,put,0.18482825407482376,0.0013133495492683364,-0.4340067757774495
233,42894585,2026-02-27 14:14:59.446528293+00:00,1,1,C,N,0,385.0,1,128,14895,1297846249,352.0,385.5,123,123,1,1,42894585,2026-03-20 13:30:00+00:00,7230.0,50,ESH6 P7230,42140878,OPAFPS,6862.375,320,368.75,0.05560562323091743,put,0.1140545662245322,0.0003369944134175439,-0.9710035431590953
234,42895788,2026-02-27 14:14:59.619241437+00:00,1,1,A,B,0,20.0,6,128,12875,1297849086,20.0,20.75,62,149,5,9,42895788,2026-03-20 13:30:00+00:00,7060.0,50,ESH6 C7060,42140878,OCAFPS,6862.375,20,20.375,0.05560562323091743,call,0.12999310510205644,0.0012499560613534464,0.1808068621414238
235,42895789,2026-02-27 14:14:59.650923119+00:00,1,1,M,B,0,17.7,7,128,13714,1297849572,17.7,18.2,25,42,3,4,42895789,2026-03-20 13:30:00+00:00,7070.0,50,ESH6 C7070,42140878,OCAFPS,6862.375,18,17.95,0.05560562323091743,call,0.12812875429159185,0.0011979039564184125,0.16532810702483963
236,42895790,2026-02-27 14:14:59.597126413+00:00,1,1,M,A,0,163.5,46,128,16421,1297848687,161.5,163.0,44,3,5,3,42895790,2026-03-20 13:30:00+00:00,6790.0,50,ESH6 C6790,42140878,OCAFPS,6862.375,158,162.25,0.05560562323091743,call,0.19159435305705796,0.0012423036907262088,0.6002776805658879
237,42895791,2026-02-27 14:14:59.619039943+00:00,1,1,A,A,0,38.75,3,128,13308,1297849064,38.0,38.75,155,4,7,2,42895791,2026-03-20 13:30:00+00:00,6510.0,50,ESH6 P6510,42140878,OPAFPS,6862.375,24,38.375,0.05560562323091743,put,0.24634408499351648,0.0006441619163539388,-0.17414897344621746
